"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests.found"	"parrots.lifetime"	"favorite.pirate"	"sword.type"	"sword.speed"
"18"	18	"female"	"yes"	28	"CCCC"	10	9	1	"Lewis Scot"	"cutlass"	0.391779638885055
"19"	19	"male"	"yes"	0	"CCCC"	7	3	8	"Hook"	"cutlass"	1.86601311283783
"20"	20	"male"	"yes"	26	"CCCC"	11	10	2	"Jack Sparrow"	"cutlass"	0.027530536349051
"21"	21	"male"	"yes"	17	"CCCC"	9	1	0	"Jack Sparrow"	"cutlass"	0.0878838560311124
"22"	22	"female"	"yes"	32	"CCCC"	13	1	1	"Hook"	"cutlass"	0.104865050525405
"23"	23	"male"	"yes"	36	"JSSFP"	7	7	0	"Jack Sparrow"	"cutlass"	0.0303420235431393
"24"	24	"male"	"yes"	20	"CCCC"	9	0	1	"Jack Sparrow"	"cutlass"	2.94941534505305
"25"	25	"male"	"no"	26	"CCCC"	8	14	2	"Jack Sparrow"	"scimitar"	0.966024490383764
"26"	26	"male"	"yes"	15	"CCCC"	7	9	3	"Jack Sparrow"	"scimitar"	0.608495994500173
"27"	27	"male"	"yes"	32	"JSSFP"	13	15	5	"Jack Sparrow"	"cutlass"	0.394805198884569
"28"	28	"male"	"yes"	24	"CCCC"	7	9	1	"Blackbeard"	"cutlass"	1.56575376276432
"29"	29	"male"	"yes"	17	"CCCC"	13	12	4	"Jack Sparrow"	"cutlass"	0.620610961485171
"30"	30	"female"	"yes"	30	"CCCC"	8	3	3	"Blackbeard"	"cutlass"	0.426434031978715
"31"	31	"female"	"yes"	36	"JSSFP"	11	3	1	"Blackbeard"	"cutlass"	0.452293482350007
"32"	32	"female"	"yes"	28	"CCCC"	5	2	5	"Edward Low"	"cutlass"	1.03570762317964
"33"	33	"male"	"yes"	15	"CCCC"	9	0	0	"Lewis Scot"	"cutlass"	0.609071597547092
"34"	34	"female"	"yes"	21	"CCCC"	11	2	5	"Anicetus"	"cutlass"	0.0318614873685874
"35"	35	"female"	"yes"	34	"JSSFP"	9	30	1	"Jack Sparrow"	"cutlass"	0.0701525885961019
"36"	36	"female"	"yes"	30	"CCCC"	8	5	4	"Hook"	"cutlass"	0.664389325512394
"37"	37	"male"	"yes"	19	"CCCC"	8	4	1	"Anicetus"	"cutlass"	0.107257902763893
"38"	38	"male"	"yes"	24	"CCCC"	10	1	0	"Jack Sparrow"	"cutlass"	0.68211725328286
"39"	39	"male"	"yes"	26	"CCCC"	18	5	5	"Edward Low"	"cutlass"	0.735798453070976
"40"	40	"female"	"yes"	35	"JSSFP"	7	1	1	"Jack Sparrow"	"cutlass"	0.404084451729432
"41"	41	"male"	"yes"	30	"JSSFP"	11	33	6	"Jack Sparrow"	"sabre"	15.1516668614291
"42"	42	"male"	"yes"	31	"JSSFP"	11	3	4	"Jack Sparrow"	"cutlass"	0.0968591397395357
"43"	43	"male"	"yes"	28	"CCCC"	8	26	2	"Jack Sparrow"	"cutlass"	0.340298819355667
"44"	44	"female"	"yes"	37	"JSSFP"	11	7	0	"Lewis Scot"	"cutlass"	0.826648375924498
"45"	45	"male"	"yes"	27	"CCCC"	9	4	9	"Lewis Scot"	"cutlass"	0.994735237366239
"46"	46	"female"	"yes"	34	"JSSFP"	10	27	1	"Anicetus"	"cutlass"	0.215306070340302
"47"	47	"male"	"yes"	27	"CCCC"	11	20	1	"Jack Sparrow"	"cutlass"	0.323615333472844
"48"	48	"male"	"yes"	33	"JSSFP"	11	0	6	"Jack Sparrow"	"cutlass"	0.063244370976463
"49"	49	"female"	"yes"	37	"JSSFP"	9	2	1	"Hook"	"cutlass"	0.655600132788727
"50"	50	"female"	"yes"	39	"JSSFP"	10	2	3	"Lewis Scot"	"cutlass"	0.222744212369435
"51"	51	"female"	"yes"	40	"JSSFP"	11	12	6	"Jack Sparrow"	"cutlass"	0.568550329745568
"52"	52	"female"	"yes"	29	"CCCC"	8	2	11	"Anicetus"	"cutlass"	0.2076670594397
"53"	53	"male"	"yes"	34	"JSSFP"	7	22	2	"Jack Sparrow"	"cutlass"	0.135426822037161
"54"	54	"female"	"yes"	28	"CCCC"	12	1	1	"Blackbeard"	"cutlass"	0.611144874102257
"55"	55	"female"	"yes"	23	"CCCC"	5	6	2	"Jack Sparrow"	"cutlass"	0.310422832262702
"56"	56	"female"	"yes"	-99	"JSSFP"	9	3	2	"Edward Low"	"scimitar"	1.95601722800736
"57"	57	"female"	"yes"	38	"JSSFP"	8	32	3	"Lewis Scot"	"cutlass"	0.0434822525130585
"58"	58	"female"	"yes"	23	"CCCC"	14	1	2	"Blackbeard"	"cutlass"	0.236865536135156
"59"	59	"female"	"yes"	30	"CCCC"	11	3	5	"Edward Low"	"cutlass"	1.68236370074137
"60"	60	"male"	"yes"	26	"CCCC"	11	5	1	"Hook"	"cutlass"	0.557786726250134
"61"	61	"female"	"yes"	25	"CCCC"	6	1	1	"Edward Low"	"cutlass"	2.19614261142072
"62"	62	"other"	"yes"	33	"JSSFP"	10	62	2	"Blackbeard"	"cutlass"	0.434386193493202
"63"	63	"male"	"yes"	28	"CCCC"	7	0	5	"Jack Sparrow"	"cutlass"	0.546108061072238
"64"	64	"male"	"no"	13	"CCCC"	3	4	2	"Jack Sparrow"	"banana"	0.735328665349191
"65"	65	"male"	"yes"	21	"CCCC"	10	5	2	"Jack Sparrow"	"cutlass"	1.12188047491351
"66"	66	"male"	"yes"	19	"CCCC"	8	3	2	"Jack Sparrow"	"cutlass"	1.24492054450662
"67"	67	"male"	"yes"	21	"CCCC"	10	5	1	"Edward Low"	"cutlass"	0.0596930079205907
"68"	68	"female"	"yes"	29	"CCCC"	13	1	5	"Edward Low"	"cutlass"	0.169677386002149
"69"	69	"female"	"yes"	28	"CCCC"	9	12	4	"Blackbeard"	"cutlass"	1.03922695498319
"70"	70	"male"	"no"	29	"CCCC"	6	17	2	"Jack Sparrow"	"scimitar"	3.19259813351834
"71"	71	"male"	"yes"	23	"CCCC"	7	2	3	"Jack Sparrow"	"cutlass"	0.579026768117491
"72"	72	"male"	"yes"	24	"CCCC"	8	10	1	"Jack Sparrow"	"cutlass"	1.26564345899375
"73"	73	"male"	"yes"	31	"CCCC"	8	3	7	"Jack Sparrow"	"cutlass"	1.50137582200216
"74"	74	"male"	"yes"	21	"CCCC"	11	14	1	"Jack Sparrow"	"cutlass"	0.624588947949752
"75"	75	"female"	"yes"	31	"JSSFP"	6	10	3	"Lewis Scot"	"cutlass"	1.22644288576545
"76"	76	"female"	"no"	28	"CCCC"	7	14	1	"Jack Sparrow"	"sabre"	0.916251200251281
"77"	77	"male"	"yes"	20	"CCCC"	11	3	1	"Lewis Scot"	"cutlass"	0.65407388137879
"78"	78	"male"	"yes"	24	"CCCC"	8	3	3	"Jack Sparrow"	"cutlass"	1.27261841431597
"79"	79	"female"	"yes"	27	"CCCC"	14	6	3	"Edward Low"	"cutlass"	0.990590801177189
"80"	80	"female"	"yes"	27	"CCCC"	6	6	1	"Lewis Scot"	"cutlass"	0.718484217041925
"81"	81	"male"	"yes"	30	"CCCC"	6	15	1	"Jack Sparrow"	"cutlass"	1.7837379638918
"82"	82	"male"	"yes"	27	"JSSFP"	5	1	1	"Jack Sparrow"	"cutlass"	0.746085876572699
"83"	83	"male"	"no"	27	"CCCC"	5	1	0	"Jack Sparrow"	"sabre"	1.99368255726283
"84"	84	"male"	"yes"	32	"JSSFP"	7	2	2	"Anicetus"	"cutlass"	0.140042625427265
"85"	85	"female"	"yes"	26	"CCCC"	6	0	0	"Edward Low"	"cutlass"	0.325844424839253
"86"	86	"female"	"yes"	28	"CCCC"	12	9	2	"Anicetus"	"cutlass"	1.33966240907593
"87"	87	"male"	"yes"	22	"CCCC"	11	1	5	"Anicetus"	"cutlass"	0.638226425481782
"88"	88	"female"	"yes"	38	"JSSFP"	7	14	1	"Blackbeard"	"cutlass"	0.347028765245341
"89"	89	"male"	"yes"	21	"CCCC"	7	7	1	"Jack Sparrow"	"cutlass"	0.108155067428015
"90"	90	"other"	"yes"	33	"JSSFP"	9	0	2	"Jack Sparrow"	"cutlass"	1.08219388634303
"91"	91	"male"	"yes"	26	"CCCC"	10	2	2	"Jack Sparrow"	"cutlass"	1.46597897235389
"92"	92	"female"	"yes"	26	"CCCC"	10	12	0	"Anicetus"	"cutlass"	0.299607444612775
"93"	93	"female"	"yes"	25	"CCCC"	7	8	4	"Anicetus"	"cutlass"	0.442828265056415
"94"	94	"female"	"yes"	38	"JSSFP"	7	16	8	"Anicetus"	"banana"	5.65596275146935
"95"	95	"female"	"yes"	30	"CCCC"	14	0	0	"Lewis Scot"	"cutlass"	1.7736755357005
"96"	96	"female"	"yes"	25	"CCCC"	10	9	2	"Blackbeard"	"scimitar"	3.43606424983591
"97"	97	"male"	"yes"	32	"JSSFP"	5	7	1	"Lewis Scot"	"cutlass"	0.642083912945174
"98"	98	"female"	"yes"	29	"JSSFP"	9	4	2	"Blackbeard"	"cutlass"	0.284885889850557
"99"	99	"male"	"yes"	-99	"CCCC"	10	3	3	"Blackbeard"	"cutlass"	0.140261270862538
"100"	100	"female"	"yes"	32	"JSSFP"	4	10	2	"Jack Sparrow"	"cutlass"	2.22108335570343
"101"	101	"female"	"yes"	23	"CCCC"	13	4	3	"Edward Low"	"cutlass"	0.391355196770746
"102"	102	"female"	"no"	29	"CCCC"	2	13	1	"Jack Sparrow"	"banana"	0.0669070118930191
"103"	103	"female"	"yes"	25	"CCCC"	17	22	1	"Lewis Scot"	"cutlass"	0.774996806841165
"104"	104	"other"	"yes"	31	"JSSFP"	11	5	1	"Anicetus"	"cutlass"	0.451889632941976
"105"	105	"female"	"yes"	29	"CCCC"	13	5	1	"Lewis Scot"	"cutlass"	0.201452930050436
"106"	106	"female"	"yes"	19	"CCCC"	9	1	0	"Anicetus"	"cutlass"	0.585653921610809
"107"	107	"male"	"yes"	26	"CCCC"	9	4	1	"Jack Sparrow"	"cutlass"	0.248577765790764
"108"	108	"male"	"yes"	29	"CCCC"	8	1	2	"Jack Sparrow"	"cutlass"	0.155075051006861
"109"	109	"male"	"yes"	28	"CCCC"	9	4	1	"Jack Sparrow"	"cutlass"	0.332468228566397
"110"	110	"female"	"yes"	19	"CCCC"	12	2	1	"Anicetus"	"scimitar"	16.1791162556949
"111"	111	"male"	"yes"	33	"JSSFP"	13	2	0	"Blackbeard"	"cutlass"	0.546476167682739
"112"	112	"male"	"yes"	22	"CCCC"	11	7	1	"Jack Sparrow"	"cutlass"	0.708245845136054
"113"	113	"female"	"yes"	28	"CCCC"	9	3	4	"Edward Low"	"cutlass"	1.11320896651001
"114"	114	"male"	"yes"	26	"CCCC"	7	2	4	"Edward Low"	"cutlass"	0.0679788741376297
"115"	115	"male"	"yes"	21	"CCCC"	8	3	0	"Jack Sparrow"	"cutlass"	0.489667984048657
"116"	116	"male"	"no"	23	"CCCC"	8	3	0	"Jack Sparrow"	"sabre"	0.627301236215447
"117"	117	"female"	"yes"	28	"CCCC"	4	3	3	"Blackbeard"	"scimitar"	1.42381870171283
"118"	118	"female"	"yes"	26	"CCCC"	6	8	0	"Lewis Scot"	"cutlass"	0.641144501833998
"119"	119	"female"	"yes"	24	"CCCC"	5	5	0	"Hook"	"cutlass"	1.89079717055493
"120"	120	"female"	"yes"	32	"JSSFP"	10	0	1	"Jack Sparrow"	"cutlass"	1.53785515570063
"121"	121	"female"	"yes"	35	"JSSFP"	6	1	14	"Edward Low"	"scimitar"	8.15437468658102
"122"	122	"female"	"yes"	30	"JSSFP"	9	9	1	"Anicetus"	"cutlass"	0.596568959585022
"123"	123	"female"	"yes"	34	"JSSFP"	6	9	2	"Hook"	"cutlass"	1.54956712675118
"124"	124	"male"	"yes"	29	"CCCC"	11	1	1	"Jack Sparrow"	"cutlass"	1.53516564161091
"125"	125	"male"	"yes"	17	"CCCC"	6	1	2	"Jack Sparrow"	"cutlass"	0.150780916155782
"126"	126	"female"	"yes"	32	"CCCC"	8	5	1	"Edward Low"	"cutlass"	0.86145111240615
"127"	127	"female"	"yes"	37	"JSSFP"	8	5	1	"Jack Sparrow"	"cutlass"	0.577461004193166
"128"	128	"male"	"yes"	19	"CCCC"	13	5	0	"Jack Sparrow"	"cutlass"	0.0568194894003682
"129"	129	"female"	"yes"	22	"CCCC"	11	3	0	"Hook"	"cutlass"	0.363387918914668
"130"	130	"female"	"yes"	31	"CCCC"	13	2	2	"Hook"	"cutlass"	0.247409533778493
"131"	131	"male"	"yes"	30	"CCCC"	10	9	2	"Edward Low"	"scimitar"	1.58399652348107
"132"	132	"male"	"yes"	26	"CCCC"	11	9	5	"Lewis Scot"	"cutlass"	0.49143557725177
"133"	133	"male"	"yes"	24	"CCCC"	10	6	2	"Jack Sparrow"	"cutlass"	1.10415787197986
"134"	134	"female"	"yes"	32	"JSSFP"	6	1	1	"Lewis Scot"	"cutlass"	0.135070666729007
"135"	135	"female"	"no"	28	"CCCC"	7	1	3	"Edward Low"	"scimitar"	2.49071983296081
"136"	136	"male"	"yes"	22	"CCCC"	8	9	2	"Jack Sparrow"	"cutlass"	2.3234595205719
"137"	137	"female"	"yes"	26	"CCCC"	10	6	0	"Blackbeard"	"cutlass"	0.429703822883312
"138"	138	"female"	"yes"	20	"CCCC"	9	3	1	"Jack Sparrow"	"cutlass"	1.10352320009248
"139"	139	"female"	"yes"	28	"CCCC"	11	10	1	"Lewis Scot"	"sabre"	0.214618492756105
"140"	140	"other"	"yes"	26	"CCCC"	7	6	2	"Anicetus"	"cutlass"	0.372586297566136
"141"	141	"male"	"yes"	24	"CCCC"	8	5	0	"Anicetus"	"cutlass"	0.344606118906093
"142"	142	"male"	"yes"	25	"CCCC"	13	1	1	"Jack Sparrow"	"cutlass"	0.4638069462378
"143"	143	"male"	"yes"	17	"CCCC"	11	2	1	"Jack Sparrow"	"cutlass"	0.406021625676658
"144"	144	"male"	"yes"	20	"CCCC"	11	19	1	"Jack Sparrow"	"cutlass"	0.996367443533257
"145"	145	"male"	"yes"	19	"CCCC"	7	0	1	"Edward Low"	"cutlass"	0.627612855724812
"146"	146	"male"	"yes"	31	NA	8	1	1	"Jack Sparrow"	"cutlass"	0.0582319381646812
"147"	147	"female"	"yes"	32	"JSSFP"	11	2	7	"Edward Low"	"cutlass"	0.0105566630232268
"148"	148	"male"	"yes"	17	"CCCC"	9	0	1	"Jack Sparrow"	"cutlass"	1.0034521405203
"149"	149	"male"	"yes"	26	"CCCC"	8	1	2	"Lewis Scot"	"cutlass"	0.542857737719834
"150"	150	"male"	"yes"	26	"CCCC"	11	11	2	"Jack Sparrow"	"cutlass"	0.023106285079848
"151"	151	"male"	"yes"	28	"CCCC"	12	16	0	"Jack Sparrow"	"cutlass"	0.10587409559631
"152"	152	"female"	"yes"	27	"CCCC"	10	25	6	"Edward Low"	"cutlass"	0.50546311378497
"153"	153	"male"	"no"	23	"CCCC"	9	15	0	"Jack Sparrow"	"scimitar"	1.29495050595901
"154"	154	"male"	"no"	18	"CCCC"	4	19	6	"Jack Sparrow"	"scimitar"	2.45880133768821
"155"	155	"male"	"yes"	23	"CCCC"	9	3	4	"Jack Sparrow"	"cutlass"	0.471768031997136
"156"	156	"male"	"yes"	21	"CCCC"	9	4	1	"Jack Sparrow"	"cutlass"	0.0828191972648426
"157"	157	"male"	"yes"	25	"CCCC"	7	6	9	"Lewis Scot"	"cutlass"	0.88670306950213
"158"	158	"male"	"yes"	21	"CCCC"	6	1	0	"Jack Sparrow"	"cutlass"	0.0152537992107682
"159"	159	"female"	"yes"	36	"JSSFP"	7	2	0	"Anicetus"	"sabre"	11.0613539809348
"160"	160	"female"	"no"	29	"CCCC"	15	2	0	"Anicetus"	"sabre"	0.22630229641874
"161"	161	"male"	"yes"	26	"CCCC"	10	2	0	"Jack Sparrow"	"cutlass"	1.48315331308676
"162"	162	"female"	"yes"	34	"JSSFP"	14	11	2	"Hook"	"cutlass"	0.591362721144043
"163"	163	"male"	"yes"	17	"CCCC"	12	11	2	"Edward Low"	"cutlass"	1.18119024899194
"164"	164	"male"	"yes"	16	"CCCC"	12	0	1	"Jack Sparrow"	"cutlass"	0.0839769362937659
"165"	165	"male"	"yes"	18	"CCCC"	15	2	1	"Jack Sparrow"	"cutlass"	1.68685897361992
"166"	166	"female"	"yes"	36	"JSSFP"	9	0	5	"Lewis Scot"	"cutlass"	0.595453395055656
"167"	167	"male"	"yes"	30	"CCCC"	10	1	3	"Jack Sparrow"	"cutlass"	0.551674109857351
"168"	168	"female"	"yes"	33	"CCCC"	10	11	1	"Blackbeard"	"sabre"	7.08864142665962
"169"	169	"male"	"yes"	19	"CCCC"	10	1	2	"Jack Sparrow"	"cutlass"	0.787639850142233
"170"	170	"female"	"yes"	36	"JSSFP"	14	1	0	"Jack Sparrow"	"cutlass"	1.15009539522567
"171"	171	"male"	"yes"	21	"CCCC"	11	1	0	"Jack Sparrow"	"cutlass"	0.131606189591061
"172"	172	"male"	"yes"	18	"CCCC"	9	3	4	"Jack Sparrow"	"cutlass"	0.0874928812051555
"173"	173	"male"	"yes"	32	"JSSFP"	12	1	0	"Jack Sparrow"	"cutlass"	0.320595557859633
"174"	174	"female"	"yes"	27	"CCCC"	6	6	2	"Hook"	"cutlass"	0.059146280489479
"175"	175	"male"	"yes"	22	"CCCC"	10	4	1	"Jack Sparrow"	"cutlass"	0.160565318947192
"176"	176	"female"	"yes"	24	"CCCC"	11	3	1	"your mom"	"cutlass"	0.138339717232157
"177"	177	"male"	"yes"	27	"CCCC"	8	6	7	"Jack Sparrow"	"cutlass"	0.429457630671095
"178"	178	"male"	"no"	19	"CCCC"	6	1	1	"Jack Sparrow"	"scimitar"	2.11600118620149
"179"	179	"male"	"yes"	26	"CCCC"	9	7	0	"Jack Sparrow"	"cutlass"	0.172321883146651
"180"	180	"other"	"yes"	33	"JSSFP"	11	26	2	"Anicetus"	"cutlass"	0.583772464279838
"181"	181	"other"	"no"	27	"CCCC"	3	14	1	"Anicetus"	"scimitar"	1.64475879469715
"182"	182	"female"	"yes"	32	"JSSFP"	11	13	1	"Edward Low"	"sabre"	0.627113766130643
"183"	183	"male"	"yes"	19	"CCCC"	8	0	1	"Jack Sparrow"	"cutlass"	1.01974383472129
"184"	184	"male"	"no"	31	"CCCC"	2	4	0	"Jack Sparrow"	"scimitar"	0.396837511410316
"185"	185	"male"	"yes"	27	"CCCC"	9	7	7	"Blackbeard"	"cutlass"	0.0352609191427461
"186"	186	"male"	"yes"	36	"JSSFP"	7	8	3	"Jack Sparrow"	"cutlass"	1.3293406171551
"187"	187	"female"	"yes"	37	"JSSFP"	12	26	0	"Edward Low"	"cutlass"	0.327326068363618
"188"	188	"male"	"yes"	28	"CCCC"	17	2	0	"Jack Sparrow"	"cutlass"	0.284995587426238
"189"	189	"female"	"yes"	25	"CCCC"	4	3	8	"Lewis Scot"	"cutlass"	1.13934468485562
"190"	190	"female"	"yes"	500	"CCCC"	14	15	1	"Hook"	"cutlass"	0.796022969853886
"191"	191	"female"	"yes"	21	"CCCC"	7	0	3	"Anicetus"	"cutlass"	0.661464681007721
"192"	192	"female"	"yes"	35	"JSSFP"	9	5	0	"Anicetus"	"sabre"	0.790035810011129
"193"	193	"female"	"yes"	27	"CCCC"	14	15	1	"Blackbeard"	"cutlass"	0.255218682868872
"194"	194	"female"	"yes"	36	"JSSFP"	13	0	1	"Blackbeard"	"cutlass"	0.238234117938944
"195"	195	"female"	"yes"	29	"CCCC"	9	2	2	"Lewis Scot"	"cutlass"	0.322795688989572
"196"	196	"male"	"yes"	26	"CCCC"	10	0	0	"Jack Sparrow"	"cutlass"	0.945311780994204
"197"	197	"female"	"yes"	26	"CCCC"	12	2	1	"Lewis Scot"	"scimitar"	1.21707688085735
"198"	198	"male"	"no"	21	"CCCC"	4	2	2	"Hook"	"banana"	3.10321658929762
"199"	199	"male"	"no"	24	"CCCC"	4	7	2	"Jack Sparrow"	"banana"	2.00534293036408
"200"	200	"female"	"yes"	32	"JSSFP"	11	4	9	"Blackbeard"	"cutlass"	0.136432378570995
"201"	201	"male"	"yes"	30	"CCCC"	20	3	5	"Jack Sparrow"	"cutlass"	0.939897367445395
"202"	202	"other"	"yes"	22	"CCCC"	7	6	1	"Edward Low"	"cutlass"	0.82534462152683
"203"	203	"male"	"yes"	24	"CCCC"	12	0	3	"Jack Sparrow"	"cutlass"	0.599250073984087
"204"	204	"female"	"yes"	30	"CCCC"	9	9	5	"Lewis Scot"	"cutlass"	0.186861858819611
"205"	205	"male"	"yes"	23	"CCCC"	11	3	1	"Jack Sparrow"	"scimitar"	16.0702114543858
"206"	206	"male"	"yes"	31	"JSSFP"	8	4	1	"Jack Sparrow"	"cutlass"	0.209458648808463
"207"	207	"male"	"yes"	27	"CCCC"	NA	2	2	"Jack Sparrow"	"cutlass"	0.763663162334643
"208"	208	"female"	"yes"	24	"CCCC"	12	6	2	"Lewis Scot"	"cutlass"	0.152280254405923
"209"	209	"male"	"yes"	24	"CCCC"	10	1	1	"Edward Low"	"cutlass"	0.076591981051024
"210"	210	"other"	"no"	22	"CCCC"	5	0	1	"Blackbeard"	"banana"	1.5732267273101
"211"	211	"male"	"what is a headband?"	27	"CCCC"	6	3	3	"Jack Sparrow"	"sabre"	3.42404238595585
"212"	212	"male"	"yes"	20	"CCCC"	10	4	1	"Jack Sparrow"	"cutlass"	0.549708304310996
"213"	213	"male"	"yes"	24	"CCCC"	7	6	1	"Jack Sparrow"	"cutlass"	0.0522636727787249
"214"	214	"other"	"yes"	27	"CCCC"	9	7	9	"Lewis Scot"	"cutlass"	0.171345813184437
"215"	215	"male"	"yes"	29	"CCCC"	13	12	0	"Jack Sparrow"	"scimitar"	3.04314998909831
"216"	216	"male"	"yes"	30	"JSSFP"	11	15	2	"Lewis Scot"	"cutlass"	0.443953393233761
"217"	217	"male"	"no"	26	"CCCC"	7	12	1	"Jack Sparrow"	"cutlass"	0.662530680166042
"218"	218	"male"	"yes"	23	"CCCC"	10	5	2	"Jack Sparrow"	"sabre"	0.12607186101377
"219"	219	"female"	"yes"	21	"CCCC"	12	1	5	"Anicetus"	"cutlass"	0.0440650231354966
"220"	220	"female"	"yes"	32	"JSSFP"	12	16	3	"Hook"	"scimitar"	8.5839771009506
"221"	221	"male"	"yes"	22	"CCCC"	7	4	2	"Jack Sparrow"	"cutlass"	1.09185987612569
"222"	222	"male"	"yes"	30	"CCCC"	9	6	0	"Anicetus"	"cutlass"	0.384847227833234
"223"	223	"male"	"yes"	26	"CCCC"	14	11	3	"Jack Sparrow"	"cutlass"	0.0355705123799351
"224"	224	"female"	"yes"	38	"JSSFP"	15	14	1	"Edward Low"	"cutlass"	0.72133120903448
"225"	225	"male"	"yes"	29	"CCCC"	13	28	3	"Edward Low"	"cutlass"	0.17073505761056
"226"	226	"male"	"yes"	29	"JSSFP"	11	9	2	"Jack Sparrow"	"cutlass"	1.77261504799801
"227"	227	"female"	"yes"	30	"JSSFP"	9	0	0	"Hook"	"cutlass"	0.318213707359973
"228"	228	"female"	"yes"	33	"JSSFP"	14	2	1	"Edward Low"	"cutlass"	0.149045575526543
"229"	229	"female"	"yes"	38	"JSSFP"	9	18	17	"Lewis Scot"	"cutlass"	0.71085466534999
"230"	230	"male"	"yes"	23	"CCCC"	10	8	2	"Jack Sparrow"	"cutlass"	3.22313974709497
"231"	231	"female"	"yes"	31	"JSSFP"	7	2	1	"Lewis Scot"	"cutlass"	0.248986379883718
"232"	232	"female"	"yes"	39	"JSSFP"	13	17	18	"Blackbeard"	"cutlass"	0.194026539102197
"233"	233	"male"	"yes"	22	"CCCC"	9	5	4	"Jack Sparrow"	"cutlass"	1.3894632053032
"234"	234	"male"	"yes"	28	"CCCC"	9	19	0	"Jack Sparrow"	"cutlass"	0.133082412581091
"235"	235	"female"	"yes"	30	"JSSFP"	10	4	6	"Edward Low"	"cutlass"	0.9258300915301
"236"	236	"male"	"yes"	23	"CCCC"	12	7	3	"Anicetus"	"cutlass"	0.748422139996484
"237"	237	"other"	"yes"	31	"JSSFP"	12	8	2	"Anicetus"	"cutlass"	0.386429288191721
"238"	238	"male"	"yes"	27	"CCCC"	12	4	3	"Lewis Scot"	"cutlass"	0.249078596825711
"239"	239	"male"	"yes"	17	"CCCC"	10	14	0	"Jack Sparrow"	"cutlass"	1.72074733876197
"240"	240	"female"	"yes"	35	"JSSFP"	8	8	0	"Anicetus"	"cutlass"	0.0463839698932134
"241"	241	"male"	"yes"	23	"CCCC"	9	6	0	"Jack Sparrow"	"cutlass"	0.477960704566732
"242"	242	"female"	"yes"	35	"CCCC"	13	16	1	"Blackbeard"	"cutlass"	0.539982201272443
"243"	243	"male"	"yes"	19	"CCCC"	8	6	1	"Jack Sparrow"	"cutlass"	0.626528671101488
"244"	244	"male"	"no"	33	"JSSFP"	6	2	3	"Jack Sparrow"	"scimitar"	3.19563179262881
"245"	245	"male"	"yes"	27	"CCCC"	14	2	1	"Jack Sparrow"	"cutlass"	0.0372178718070284
"246"	246	"female"	"yes"	31	"JSSFP"	9	15	4	"Blackbeard"	"cutlass"	1.27943097259255
"247"	247	"female"	"yes"	31	"JSSFP"	13	16	2	"Jack Sparrow"	"cutlass"	0.290940563427284
"248"	248	"female"	"yes"	25	"CCCC"	6	8	4	"Blackbeard"	"cutlass"	0.203195225039963
"249"	249	"male"	"yes"	21	"CCCC"	10	4	1	"Jack Sparrow"	"cutlass"	0.406419178179931
"250"	250	"male"	"yes"	30	"CCCC"	4	11	1	"Hook"	"cutlass"	0.132120121270418
"251"	251	"male"	"yes"	999	"CCCC"	12	1	4	"Edward Low"	"cutlass"	0.883428272311066
"252"	252	"female"	"no"	33	"CCCC"	5	7	1	"Lewis Scot"	"sabre"	1.47574638143567
"253"	253	"female"	"yes"	26	"CCCC"	6	2	0	"Jack Sparrow"	"cutlass"	0.410624173528049
