"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"sword.time"	"eyepatch"	"beard.length"	"fav.pixar"
"28"	28	"male"	"yes"	15	"CCCC"	7	3	3	"Jack Sparrow"	"cutlass"	0.02	1	13	"Monsters, Inc."
"29"	29	"male"	"yes"	31	"JSSFP"	9	0	4	"Jack Sparrow"	"cutlass"	0.04	0	15	"Finding Nemo"
"30"	30	"female"	"yes"	25	"CCCC"	12	1	4	"Blackbeard"	"cutlass"	0.86	0	1	"Brave"
"31"	31	"male"	"no"	26	"CCCC"	4	3	2	"Jack Sparrow"	"scimitar"	0.59	6	16	"Monsters, Inc."
"32"	32	"female"	"yes"	28	"CCCC"	7	5	7	"Hook"	"cutlass"	1.22	1	0	"Cars"
"33"	33	"female"	"yes"	38	"JSSFP"	10	1	7	"your mom"	"cutlass"	1.45	1	0	"Monsters University"
"34"	34	"female"	"yes"	24	"CCCC"	16	6	4	"Lewis Scot"	"cutlass"	0.66	0	0	"Finding Nemo"
"35"	35	"female"	"yes"	34	"JSSFP"	11	1	3	"Hook"	"cutlass"	0.06	1	1	"Up"
"36"	36	"male"	"yes"	24	"CCCC"	11	1	12	"Jack Sparrow"	"cutlass"	0.7	0	26	"Toy Story"
"37"	37	"male"	"yes"	26	"CCCC"	4	6	1	"Jack Sparrow"	"cutlass"	1.03	1	10	"WALL-E"
"38"	38	"male"	"yes"	500	"CCCC"	7	1	0	"Jack Sparrow"	"cutlass"	0.91	1	19	"Monsters, Inc."
"39"	39	"male"	"yes"	21	"CCCC"	12	1	1	"Jack Sparrow"	"cutlass"	0.43	0	19	"Finding Nemo"
"40"	40	"female"	"yes"	26	"CCCC"	7	14	0	"Jack Sparrow"	"cutlass"	0	1	1	"Monsters, Inc."
"41"	41	"female"	"yes"	31	"JSSFP"	4	18	6	"Hook"	"cutlass"	0.4	1	0	"Inside Out"
"42"	42	"female"	"yes"	34	"JSSFP"	12	3	0	"Lewis Scot"	"cutlass"	0.44	0	0	"Finding Nemo"
"43"	43	"male"	"yes"	28	"CCCC"	7	4	1	"Jack Sparrow"	"cutlass"	0.32	1	12	"The Incredibles"
"44"	44	"male"	"yes"	32	"JSSFP"	9	11	13	"Jack Sparrow"	"cutlass"	1.54	1	22	"Inside Out"
"45"	45	"male"	"yes"	23	"CCCC"	10	6	2	"Jack Sparrow"	"scimitar"	1.9	1	27	"Up"
"46"	46	"female"	"yes"	25	"CCCC"	12	7	0	"Edward Low"	"cutlass"	0.62	0	0	"Toy Story"
"47"	47	"male"	"no"	23	"CCCC"	7	3499	2	"Jack Sparrow"	"banana"	0.06	1	11	"The Incredibles"
"48"	48	"male"	"yes"	22	"CCCC"	7	2	0	"Jack Sparrow"	"cutlass"	0.23	0	13	"Cars"
"49"	49	"female"	"yes"	20	"CCCC"	4	2	3	"Hook"	"cutlass"	0.53	1	0	"A Bug's Life"
"50"	50	"female"	"yes"	32	"JSSFP"	11	14	1	"Lewis Scot"	"cutlass"	0.37	0	1	"Toy Story"
"51"	51	"female"	"yes"	29	"CCCC"	14	11	2	"Lewis Scot"	"cutlass"	0.35	1	0	"The Incredibles"
"52"	52	"female"	NA	30	NA	4	2	4	"Hook"	"cutlass"	1.12	1	1	"Toy Story 2"
"53"	53	"female"	"yes"	32	"JSSFP"	12	10	3	"Lewis Scot"	"cutlass"	1.41	1	1	"Inside Out"
"54"	54	"female"	"yes"	38	"JSSFP"	10	16	8	"Jack Sparrow"	"cutlass"	1.41	1	0	"Inside Out"
"55"	55	"male"	"yes"	23	"CCCC"	8	6	2	"Jack Sparrow"	"cutlass"	1.05	1	21	"Inside Out"
"56"	56	"male"	"yes"	23	"CCCC"	10	1	1	"Anicetus"	"cutlass"	0.6	1	14	"Inside Out"
"57"	57	"male"	"yes"	29	"CCCC"	10	11	1	"Jack Sparrow"	"cutlass"	0.19	0	19	"Finding Nemo"
"58"	58	"male"	"no"	24	"CCCC"	7	1	1	"Jack Sparrow"	"sabre"	0.83	1	13	"Brave"
"59"	59	"male"	"yes"	25	"CCCC"	6	0	2	"Jack Sparrow"	NA	28.13	1	11	"Toy Story 2"
"60"	60	"female"	"yes"	24	"CCCC"	7	1	2	"Anicetus"	"cutlass"	1.02	1	1	"Toy Story 3"
"61"	61	"other"	"yes"	33	"JSSFP"	1	11	8	"Anicetus"	"cutlass"	0.12	1	0	"Finding Nemo"
"62"	62	"male"	"yes"	18	"CCCC"	11	4	680	"Hook"	"cutlass"	3.12	0	9	"Finding Nemo"
"63"	63	"female"	"yes"	27	"CCCC"	6	10	7	"Blackbeard"	"cutlass"	0.01	1	0	"Monsters University"
"64"	64	"female"	"yes"	31	"CCCC"	9	7	0	"Lewis Scot"	"cutlass"	0.4	0	1	"Monsters, Inc."
"65"	65	"female"	"yes"	27	"CCCC"	NA	4	2	"Blackbeard"	"cutlass"	0.08	2	0	"Inside Out"
"66"	66	"female"	"yes"	37	"JSSFP"	14	19	2	"Anicetus"	"cutlass"	0.05	1	0	"The Incredibles"
"67"	67	"female"	"yes"	28	"CCCC"	9	5	0	"Anicetus"	"cutlass"	0.67	1	0	"Monsters University"
"68"	68	"male"	"yes"	22	"CCCC"	3	2	0	"Jack Sparrow"	"cutlass"	4.92	1	20	"WALL-E"
"69"	69	"female"	"yes"	23	"CCCC"	11	12	3	"Lewis Scot"	"sabre"	1.06	1	0	"Inside Out"
"70"	70	"female"	"yes"	28	"CCCC"	5	7	3	"Anicetus"	"cutlass"	0.39	1	0	"Inside Out"
"71"	71	"female"	"yes"	31	"JSSFP"	11	1	1	"Blackbeard"	"cutlass"	0.35	1	1	"Monsters, Inc."
"72"	72	"male"	"what is a headband?"	34	"JSSFP"	8	2	3	"Jack Sparrow"	"cutlass"	0.38	1	15	"Toy Story"
"73"	73	"female"	"no"	29	"CCCC"	13	1	0	"Blackbeard"	"banana"	3.66	1	2	"Inside Out"
"74"	74	"male"	"yes"	26	"CCCC"	8	9	3	"Anicetus"	"cutlass"	NA	1	15	"Monsters University"
"75"	75	"female"	"yes"	31	"JSSFP"	4	14	4	"Jack Sparrow"	"scimitar"	1.58	0	0	"The Incredibles"
"76"	76	"female"	"yes"	999	"CCCC"	10	5	2	"Hook"	"cutlass"	0.91	1	0	"Inside Out"
"77"	77	"female"	"yes"	29	"JSSFP"	5	4	0	"Jack Sparrow"	"cutlass"	0.27	1	0	"Inside Out"
"78"	78	"female"	"yes"	39	"JSSFP"	10	1	9	"Blackbeard"	"cutlass"	2.39	1	0	"Inside Out"
"79"	79	"female"	"yes"	27	"CCCC"	14	2	1	"Blackbeard"	"cutlass"	0.06	0	0	"Toy Story"
"80"	80	"female"	"no"	26	"CCCC"	8	2	3	"Blackbeard"	"banana"	10.76	0	2	"Monsters, Inc."
"81"	81	"female"	"yes"	29	"CCCC"	10	14	3	"Blackbeard"	"cutlass"	0.58	1	0	"Inside Out"
"82"	82	"male"	"yes"	22	"CCCC"	11	1	3	"Jack Sparrow"	"cutlass"	1.01	1	15	"Inside Out"
"83"	83	"male"	"yes"	30	"CCCC"	10	20	1	"Jack Sparrow"	"cutlass"	0.02	1	19	"The Incredibles"
"84"	84	"female"	"no"	29	"CCCC"	4	3	9	"Blackbeard"	"cutlass"	0.55	1	1	"Monsters, Inc."
"85"	85	"male"	"yes"	29	"CCCC"	12	27	0	"Jack Sparrow"	"cutlass"	1.04	1	23	"Finding Nemo"
"86"	86	"male"	"yes"	30	"CCCC"	8	20	6	"Jack Sparrow"	"cutlass"	0.23	1	13	"Inside Out"
"87"	87	"male"	"yes"	35	"JSSFP"	13	6	7	"Hook"	"cutlass"	0.34	0	17	"Toy Story"
"88"	88	"male"	"yes"	32	"JSSFP"	14	10	18	"Jack Sparrow"	"cutlass"	0.95	1	23	"The Incredibles"
"89"	89	"female"	"yes"	35	"JSSFP"	11	1	6	"Jack Sparrow"	"scimitar"	13.78	1	1	"WALL-E"
"90"	90	"male"	"yes"	20	"CCCC"	5	1	1	"Jack Sparrow"	"cutlass"	0.13	0	9	"Finding Nemo"
"91"	91	"female"	"yes"	33	"JSSFP"	10	2	4	"Hook"	"cutlass"	0.17	0	1	"Finding Nemo"
"92"	92	"female"	"yes"	30	"CCCC"	6	17	3	"Blackbeard"	"cutlass"	1.53	0	1	"Finding Nemo"
"93"	93	"female"	"yes"	31	"JSSFP"	7	2	7	"Lewis Scot"	"cutlass"	0.39	1	0	"Inside Out"
"94"	94	"male"	"no"	19	"CCCC"	6	13	2	"Jack Sparrow"	"scimitar"	1.59	1	14	"Inside Out"
"95"	95	"female"	"yes"	26	"CCCC"	11	0	1	"Jack Sparrow"	"cutlass"	0.25	1	0	"Inside Out"
"96"	96	"male"	"yes"	17	"CCCC"	7	7	0	"Jack Sparrow"	"sabre"	3.74	0	9	"Finding Nemo"
"97"	97	"female"	"yes"	38	"JSSFP"	8	12	5	"Edward Low"	"cutlass"	1.38	0	0	"Finding Nemo"
"98"	98	"male"	"yes"	34	"JSSFP"	9	2563	0	"Blackbeard"	"cutlass"	0.72	9	23	"A Bug's Life"
"99"	99	"female"	"yes"	30	"JSSFP"	4	7	7	"Hook"	"cutlass"	0.66	1	2	"Monsters University"
"100"	100	"female"	"yes"	26	"CCCC"	11	7	2	"Hook"	"scimitar"	8.69	0	1	"Finding Nemo"
"101"	101	"male"	"yes"	36	"JSSFP"	11	31	1	"Hook"	"cutlass"	0.71	1	16	"Up"
"102"	102	"male"	"yes"	17	"CCCC"	13	1	NA	"Jack Sparrow"	"cutlass"	0.31	0	18	"Monsters, Inc."
"103"	103	"male"	"yes"	29	"CCCC"	8	1	13	"Edward Low"	"cutlass"	0.01	1	17	"The Incredibles"
"104"	104	"female"	"yes"	28	"CCCC"	9	2	11	"Edward Low"	"cutlass"	0.7	1	0	"Inside Out"
"105"	105	"male"	"yes"	33	"JSSFP"	6	8	1	"Jack Sparrow"	"cutlass"	1.57	0	17	"Up"
"106"	106	"female"	"yes"	31	"CCCC"	7	11	2	"Blackbeard"	"cutlass"	0.5	0	0	"Finding Nemo"
"107"	107	"female"	"yes"	36	"JSSFP"	16	21	3	"Blackbeard"	"cutlass"	0.3	1	0	"Inside Out"
"108"	108	"other"	"yes"	29	"JSSFP"	14	16	2	"Edward Low"	"cutlass"	0.05	0	22	"WALL-E"
"109"	109	"female"	"yes"	30	"CCCC"	12	13	0	"Lewis Scot"	"cutlass"	0.9	1	1	"Inside Out"
"110"	110	"female"	"yes"	36	"JSSFP"	7	4	2	"Lewis Scot"	"cutlass"	1.09	1	1	"Inside Out"
"111"	111	"male"	"yes"	28	"CCCC"	15	3	3	"Jack Sparrow"	"banana"	114.11	1	19	"Inside Out"
"112"	112	"female"	"yes"	39	"JSSFP"	10	7	0	"Lewis Scot"	"sabre"	0.84	0	0	"Finding Nemo"
"113"	113	"male"	"yes"	30	"JSSFP"	18	9	7	"Lewis Scot"	"cutlass"	0.28	0	20	"Toy Story 3"
"114"	114	"male"	"yes"	22	"CCCC"	16	7	0	"Jack Sparrow"	"cutlass"	0.45	0	31	"Finding Nemo"
"115"	115	"male"	"no"	24	"CCCC"	8	2	5	"Jack Sparrow"	"banana"	2.19	0	17	"Toy Story 2"
"116"	116	"female"	"yes"	999	"CCCC"	10	3	1	"Jack Sparrow"	"cutlass"	0.04	0	0	"Finding Nemo"
"117"	117	"male"	"yes"	17	"CCCC"	9	0	1	"Lewis Scot"	"cutlass"	3.13	0	15	"Monsters, Inc."
"118"	118	"female"	"yes"	25	"CCCC"	12	8	3	"Anicetus"	"cutlass"	0.18	1	0	"Inside Out"
"119"	119	"female"	"yes"	32	"CCCC"	11	4	3	"Lewis Scot"	"cutlass"	0.13	1	0	"Cars 2"
"120"	120	"male"	"yes"	24	"CCCC"	8	19	0	"Anicetus"	"cutlass"	0.24	1	13	"Inside Out"
"121"	121	"female"	"yes"	26	"CCCC"	11	8	1	"Lewis Scot"	"cutlass"	2.29	1	0	"Up"
"122"	122	"female"	"yes"	32	"JSSFP"	7	4	6	"Anicetus"	"cutlass"	0.05	0	0	"Finding Nemo"
"123"	123	"male"	"yes"	26	"CCCC"	11	5	3	"Jack Sparrow"	"sabre"	4.52	1	25	"Inside Out"
"124"	124	"male"	"no"	18	"CCCC"	4	4	0	"Jack Sparrow"	"banana"	7.08	0	17	"Finding Nemo"
"125"	125	"male"	"yes"	25	"CCCC"	6	12	2	"Jack Sparrow"	"cutlass"	0.79	0	20	"Brave"
"126"	126	"male"	"yes"	11	"CCCC"	10	2	0	"Jack Sparrow"	"cutlass"	0.14	0	23	"Monsters University"
"127"	127	"male"	"yes"	27	"CCCC"	1	14	5	"Jack Sparrow"	"banana"	59.27	0	6	"Monsters, Inc."
"128"	128	"female"	"yes"	27	"CCCC"	7	6	1	"Jack Sparrow"	"cutlass"	0.12	0	1	"Monsters University"
"129"	129	"male"	"yes"	27	"CCCC"	NA	23	1	"Jack Sparrow"	"cutlass"	0.61	1	20	"Monsters University"
"130"	130	"female"	"yes"	35	"JSSFP"	9	3	6	"Blackbeard"	"scimitar"	0.75	0	0	"Toy Story 2"
"131"	131	"female"	"yes"	28	"CCCC"	8	11	0	"Blackbeard"	"cutlass"	0.26	1	0	"Inside Out"
"132"	132	"female"	"yes"	33	"JSSFP"	12	21	3	"Hook"	"sabre"	17.71	1	NA	"Brave"
"133"	133	"male"	"yes"	19	"CCCC"	12	12	2	"Jack Sparrow"	"scimitar"	12.69	0	21	"Monsters University"
"134"	134	"female"	"yes"	34	"JSSFP"	12	7	6	"Lewis Scot"	"cutlass"	0.68	7	1	"Inside Out"
"135"	135	"female"	"yes"	29	"JSSFP"	10	18	2	"Anicetus"	"cutlass"	2.6	1	0	"The Incredibles"
"136"	136	"female"	"yes"	34	"JSSFP"	8	2	1	"Edward Low"	"cutlass"	0.02	1	1	"Up"
"137"	137	"male"	"yes"	17	"CCCC"	NA	5	2	"Jack Sparrow"	"cutlass"	0.07	0	13	"Cars"
"138"	138	"other"	"yes"	24	"CCCC"	10	13	4	"Blackbeard"	"cutlass"	1.32	0	8	"Monsters University"
"139"	139	"female"	"no"	29	"CCCC"	2	13	2	"Edward Low"	"sabre"	5.51	1	1	"Inside Out"
"140"	140	"female"	"no"	32	"JSSFP"	0	3	2	"Anicetus"	"banana"	8.37	1	0	"The Incredibles"
"141"	141	"female"	"yes"	24	"CCCC"	8	32	0	"Edward Low"	"cutlass"	0.55	1	3	"Inside Out"
"142"	142	"female"	"yes"	27	"CCCC"	11	9	4	"Hook"	"cutlass"	0.17	1	0	"Monsters University"
"143"	143	"male"	"yes"	28	"JSSFP"	15	33	4	"Anicetus"	"cutlass"	0.5	1	26	"Inside Out"
"144"	144	"male"	"yes"	36	"JSSFP"	13	1	5	"Jack Sparrow"	"cutlass"	0.33	1	16	"Inside Out"
"145"	145	"female"	"no"	29	"JSSFP"	5	16	4	"Hook"	"banana"	5.81	1	2	"WALL-E"
"146"	146	"female"	"yes"	29	"CCCC"	4	6	1	"Edward Low"	"cutlass"	0.28	1	0	"Monsters, Inc."
"147"	147	"female"	"yes"	34	"JSSFP"	15	25	5	"Jack Sparrow"	"cutlass"	0.7	1	0	"Inside Out"
"148"	148	"female"	"yes"	26	"CCCC"	18	2	4	"Lewis Scot"	"cutlass"	0.72	1	1	"Inside Out"
"149"	149	"male"	"yes"	30	"CCCC"	11	0	2	"Jack Sparrow"	"cutlass"	0.16	1	19	"Monsters University"
"150"	150	"female"	"yes"	25	"CCCC"	10	9	1	"Blackbeard"	"cutlass"	0.21	1	1	"A Bug's Life"
"151"	151	"female"	"yes"	36	"JSSFP"	15	1	0	"Lewis Scot"	"cutlass"	0.3	1	1	"The Incredibles"
"152"	152	"female"	"yes"	29	"CCCC"	7	4	3	"Anicetus"	"cutlass"	3.35	1	0	"Up"
"153"	153	"male"	"yes"	27	"CCCC"	14	2	3	"Jack Sparrow"	"cutlass"	0.94	1	19	"The Incredibles"
"154"	154	"female"	"yes"	23	"CCCC"	7	2	2	"Lewis Scot"	"cutlass"	0.02	0	0	"Cars"
"155"	155	"male"	"no"	31	"CCCC"	4	1	1	"Hook"	"sabre"	1.17	0	29	"Finding Nemo"
"156"	156	"female"	"no"	28	"CCCC"	4	2	3	"Edward Low"	"scimitar"	1.46	0	0	"Finding Nemo"
"157"	157	"male"	"yes"	25	"CCCC"	8	15	2	"Jack Sparrow"	NA	0.07	0	19	"Finding Nemo"
"158"	158	"male"	"yes"	23	"CCCC"	10	1	4	NA	"cutlass"	0.47	0	19	"The Incredibles"
"159"	159	"male"	"yes"	27	"CCCC"	14	2	5	"Jack Sparrow"	"cutlass"	0.15	1	22	"Inside Out"
"160"	160	"female"	"no"	27	"CCCC"	4	5	0	"Hook"	"sabre"	2.37	0	1	"Finding Nemo"
"161"	161	"female"	"yes"	24	"CCCC"	10	3	0	"Hook"	"cutlass"	0.02	1	1	"Up"
"162"	162	"male"	"yes"	29	"CCCC"	6	3	0	"Jack Sparrow"	"cutlass"	0.46	1	11	"Inside Out"
"163"	163	"female"	"no"	24	"CCCC"	3	1	1	"Edward Low"	"scimitar"	4.46	0	0	"WALL-E"
"164"	164	"female"	"no"	33	"CCCC"	13	2	2	"Jack Sparrow"	"scimitar"	11.68	1	0	"Inside Out"
"165"	165	"female"	"yes"	16	"CCCC"	4	0	3	"Anicetus"	"cutlass"	0.48	1	0	"Inside Out"
"166"	166	"male"	"yes"	30	"JSSFP"	NA	1	4	"Jack Sparrow"	"cutlass"	1.28	0	29	"Brave"
"167"	167	"female"	"yes"	29	"CCCC"	10	1	1	"Anicetus"	"cutlass"	0.85	0	0	"Toy Story 2"
"168"	168	"male"	"yes"	30	"CCCC"	12	0	1	"Jack Sparrow"	"cutlass"	0.46	1	23	"Inside Out"
"169"	169	"male"	"yes"	34	"JSSFP"	11	1	0	"Jack Sparrow"	"cutlass"	0.12	0	18	"Finding Nemo"
"170"	170	"male"	"yes"	28	"JSSFP"	7	8	1	"Hook"	"cutlass"	1.42	1	27	"Inside Out"
"171"	171	"male"	"yes"	34	"JSSFP"	13	1	2	"Jack Sparrow"	NA	0.46	1	14	"WALL-E"
"172"	172	"female"	"yes"	24	"CCCC"	12	13	3	"Jack Sparrow"	"cutlass"	0.05	1	0	"Inside Out"
"173"	173	"male"	"yes"	27	"JSSFP"	12	8	1	"Jack Sparrow"	"cutlass"	0.75	1	22	"Inside Out"
"174"	174	NA	"yes"	28	"CCCC"	9	40	3	"Hook"	"cutlass"	2.17	1	0	"A Bug's Life"
"175"	175	"male"	"yes"	25	"CCCC"	6	4	6	"Jack Sparrow"	"cutlass"	0.16	1	16	"Monsters, Inc."
"176"	176	"female"	"yes"	34	"JSSFP"	10	2	3	"Edward Low"	"cutlass"	0.12	1	0	"Inside Out"
"177"	177	"female"	"yes"	33	"JSSFP"	13	1	0	"Blackbeard"	"cutlass"	0.84	0	0	"Finding Nemo"
"178"	178	"female"	"yes"	29	"CCCC"	9	1	920	"Hook"	"cutlass"	1.22	1	1	"Up"
"179"	179	"male"	"yes"	21	"CCCC"	11	0	1	"Jack Sparrow"	"cutlass"	2.83	0	17	"Finding Nemo"
"180"	180	"male"	"yes"	31	"JSSFP"	6	1	7	"Lewis Scot"	"scimitar"	44.19	0	15	"Cars"
"181"	181	"male"	"yes"	23	"CCCC"	12	2	2	"Edward Low"	"cutlass"	1.37	0	17	"Inside Out"
"182"	182	"female"	"yes"	33	"JSSFP"	4	4	2	"Jack Sparrow"	"cutlass"	0.95	0	0	"Up"
"183"	183	"male"	"yes"	28	"CCCC"	10	2	0	"Jack Sparrow"	"cutlass"	1.67	0	20	"Finding Nemo"
"184"	184	"male"	"yes"	29	"CCCC"	8	0	1	"Jack Sparrow"	"cutlass"	0.67	1	18	"Finding Nemo"
"185"	185	"male"	"yes"	21	"CCCC"	12	16	0	"Jack Sparrow"	"cutlass"	0.11	0	25	"Up"
"186"	186	"male"	"yes"	23	"CCCC"	15	15	0	"Jack Sparrow"	"cutlass"	0.17	1	25	"Toy Story 3"
"187"	187	"female"	"yes"	35	"JSSFP"	12	5	0	"Edward Low"	"cutlass"	0.3	1	1	"Cars"
"188"	188	"male"	"yes"	26	"CCCC"	6	5	1	"Jack Sparrow"	"sabre"	1.81	1	20	"Inside Out"
"189"	189	"male"	"yes"	34	"JSSFP"	9	4	2	"Jack Sparrow"	"scimitar"	7.32	1	19	"Inside Out"
"190"	190	"female"	"yes"	37	"JSSFP"	9	9	1	"Lewis Scot"	"cutlass"	0.11	0	0	"WALL-E"
"191"	191	"female"	"no"	31	"JSSFP"	3	8	961	"Lewis Scot"	"scimitar"	4.84	0	0	"Monsters, Inc."
"192"	192	"female"	"yes"	34	"JSSFP"	8	18	2	"Edward Low"	"cutlass"	0.96	0	0	"Monsters, Inc."
"193"	193	"female"	"yes"	20	"CCCC"	8	3	2	"Blackbeard"	"cutlass"	0.58	1	1	"Inside Out"
"194"	194	"male"	"yes"	22	"CCCC"	4	0	2	"Jack Sparrow"	"cutlass"	0.71	1	9	"Inside Out"
"195"	195	"female"	"no"	32	"JSSFP"	4	8	1	"Jack Sparrow"	"scimitar"	4.13	1	2	"Monsters, Inc."
"196"	196	"female"	"yes"	31	"JSSFP"	10	0	6	"Jack Sparrow"	"cutlass"	0.6	1	0	"The Incredibles"
"197"	197	"male"	"yes"	26	NA	10	3	1	"Jack Sparrow"	"cutlass"	2.81	0	17	"Finding Nemo"
"198"	198	"male"	"yes"	29	"CCCC"	13	1	3	"Jack Sparrow"	"cutlass"	1.82	1	19	"WALL-E"
"199"	199	"male"	"yes"	20	"CCCC"	8	7	3	"Hook"	"scimitar"	4.36	0	26	"Finding Nemo"
"200"	200	"female"	"yes"	30	"CCCC"	6	0	4	"Lewis Scot"	"cutlass"	1.6	1	0	"Inside Out"
"201"	201	"male"	"yes"	37	"JSSFP"	6	13	1	"Jack Sparrow"	"cutlass"	0.32	1	21	"Monsters, Inc."
"202"	202	"female"	"yes"	31	"CCCC"	10	1	1	"Hook"	"cutlass"	0.05	0	0	"Finding Nemo"
"203"	203	"male"	"yes"	21	"CCCC"	8	12	2	"Jack Sparrow"	"cutlass"	0.33	1	18	"Up"
"204"	204	"male"	"yes"	19	"CCCC"	16	10	1	"Edward Low"	"cutlass"	0.64	1	26	"Finding Nemo"
"205"	205	"male"	"yes"	29	"JSSFP"	13	4	2	"Jack Sparrow"	"cutlass"	3.73	0	21	"Finding Nemo"
"206"	206	"male"	"yes"	26	"CCCC"	9	6006	0	"Jack Sparrow"	"cutlass"	0.14	1	22	"Inside Out"
"207"	207	"female"	"no"	32	"JSSFP"	6	9	6	"Hook"	"cutlass"	0.15	1	0	"The Incredibles"
"208"	208	"male"	"yes"	24	"CCCC"	11	3	1	"Blackbeard"	"scimitar"	30.69	1	21	"Cars"
"209"	209	"female"	"yes"	30	"CCCC"	10	3	10	"Anicetus"	"cutlass"	0.32	0	0	"Cars"
"210"	210	"female"	"yes"	35	"JSSFP"	11	25	7	"Jack Sparrow"	"cutlass"	0.03	1	0	"Monsters University"
"211"	211	"female"	"yes"	31	"JSSFP"	7	6	4	"Edward Low"	"cutlass"	1.06	10	0	"Monsters, Inc."
"212"	212	"male"	"yes"	20	"CCCC"	1	0	0	"Jack Sparrow"	"cutlass"	2.71	1	8	"Inside Out"
"213"	213	"male"	"yes"	26	"CCCC"	9	1	2	"Edward Low"	"cutlass"	2.17	1	20	"Monsters, Inc."
"214"	214	"female"	"yes"	34	"JSSFP"	10	15	1	"Jack Sparrow"	"cutlass"	1.15	0	0	"WALL-E"
"215"	215	"male"	"yes"	34	"JSSFP"	9	1	1	"Jack Sparrow"	"sabre"	10.48	1	12	"Up"
"216"	216	"male"	"yes"	28	"CCCC"	15	7	2	"Jack Sparrow"	"cutlass"	1.18	1	23	"Inside Out"
"217"	217	"male"	"yes"	22	"CCCC"	12	7	2	"Jack Sparrow"	"cutlass"	0.93	1	19	"WALL-E"
"218"	218	"female"	"yes"	35	"JSSFP"	6	7	6	"Anicetus"	"cutlass"	0.94	1	1	"Inside Out"
"219"	219	"female"	"yes"	22	"CCCC"	16	12	0	"Lewis Scot"	"cutlass"	2.18	1	0	"Cars 2"
