"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests.found"	"parrots.lifetime"	"favorite.pirate"	"sword.type"	"sword.speed"
"22"	22	"female"	"yes"	35	"Jack Sparrow's School of Fashion and Piratry"	12	2	0	"Blackbeard"	"cutlass"	2.12042470917779
"23"	23	"male"	"yes"	21	"Captain Chunk's Canon Crew"	10	3	11	"Jack Sparrow"	"cutlass"	1.42089030182903
"24"	24	"female"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	10	11	1	"Jack Sparrow"	"cutlass"	0.293132409278769
"25"	25	"male"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	11	5	3	"Jack Sparrow"	"sabre"	2.76858450830881
"26"	26	"male"	"yes"	18	"Captain Chunk's Canon Crew"	10	6	0	"Jack Sparrow"	"cutlass"	0.307192803593352
"27"	27	"female"	"yes"	28	"Captain Chunk's Canon Crew"	4	0	0	"Edward Low"	"cutlass"	0.184116295131389
"28"	28	"male"	"no"	26	"Captain Chunk's Canon Crew"	6	2	9	"Hook"	"scimitar"	0.256283949905386
"29"	29	"female"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	7	8	8	"Hook"	"cutlass"	0.283224294544198
"30"	30	"male"	"yes"	22	"Captain Chunk's Canon Crew"	9	3	1	"Lewis Scot"	"scimitar"	10.1264450042964
"31"	31	"female"	"yes"	33	NA	10	0	3	"Anicetus"	"cutlass"	0.368662440159824
"32"	32	"other/NA"	"no"	999	"Jack Sparrow's School of Fashion and Piratry"	2	3	4	"Anicetus"	"scimitar"	0.300648677093704
"33"	33	"male"	"yes"	16	"Captain Chunk's Canon Crew"	11	1	0	"Jack Sparrow"	"cutlass"	0.703217097298995
"34"	34	"male"	"yes"	28	"Captain Chunk's Canon Crew"	10	0	3	"Jack Sparrow"	"cutlass"	0.0429142350913025
"35"	35	"male"	"yes"	23	"Captain Chunk's Canon Crew"	11	1	1	"Hook"	"cutlass"	0.161783177754842
"36"	36	"female"	"yes"	31	"Captain Chunk's Canon Crew"	7	5	1	"Jack Sparrow"	"scimitar"	15.2690201989355
"37"	37	"male"	"no"	17	"Captain Chunk's Canon Crew"	7	1	4	"Hook"	"cutlass"	0.273372638272122
"38"	38	"other/NA"	"no"	26	"Captain Chunk's Canon Crew"	1	14	12	"Anicetus"	"scimitar"	0.140207521617413
"39"	39	"female"	"yes"	22	NA	9	10	1	"Jack Sparrow"	"cutlass"	0.276426486670971
"40"	40	"female"	"yes"	36	"Jack Sparrow's School of Fashion and Piratry"	8	1	4	"Edward Low"	"cutlass"	0.405372162058484
"41"	41	"female"	"yes"	41	"Jack Sparrow's School of Fashion and Piratry"	14	17	8	"Hook"	"cutlass"	0.425320784852374
"42"	42	"female"	"yes"	31	"Captain Chunk's Canon Crew"	8	6	3	"Anicetus"	"scimitar"	3.33574866177514
"43"	43	"male"	"no"	28	"Captain Chunk's Canon Crew"	0	2	0	"Jack Sparrow"	"scimitar"	5.80458599728604
"44"	44	"female"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	12	7	7	"Jack Sparrow"	"cutlass"	0.165552489925176
"45"	45	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	10	27	3	"Blackbeard"	"cutlass"	0.200958290738993
"46"	46	"female"	"yes"	27	"Captain Chunk's Canon Crew"	14	8	2	"Jack Sparrow"	"cutlass"	0.0817994758901976
"47"	47	"male"	"no"	20	"Captain Chunk's Canon Crew"	6	10	2	"Jack Sparrow"	"scimitar"	6.35101877452456
"48"	48	"male"	"no"	32	"Jack Sparrow's School of Fashion and Piratry"	3	6	2	"Jack Sparrow"	"sabre"	2.69271449839136
"49"	49	"male"	"yes"	25	"Captain Chunk's Canon Crew"	11	1	4	"Jack Sparrow"	"cutlass"	0.197684461600147
"50"	50	"female"	"yes"	27	"Captain Chunk's Canon Crew"	16	4	2	"your mom"	"cutlass"	0.445317646927953
"51"	51	"male"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	10	11	1	"Jack Sparrow"	"cutlass"	0.893592889135346
"52"	52	"female"	"yes"	38	"Jack Sparrow's School of Fashion and Piratry"	8	6	15	"Jack Sparrow"	"cutlass"	0.0645553704816848
"53"	53	"male"	"yes"	20	"Captain Chunk's Canon Crew"	11	9	0	"Anicetus"	"cutlass"	1.84973501237328
"54"	54	"male"	"yes"	19	"Captain Chunk's Canon Crew"	7	3	1	"Edward Low"	"sabre"	0.561628156962494
"55"	55	"female"	"no"	31	"Jack Sparrow's School of Fashion and Piratry"	6	15	3	"Anicetus"	"sabre"	1.25757536111276
"56"	56	"female"	"yes"	28	"Captain Chunk's Canon Crew"	11	3	1	"Anicetus"	"cutlass"	0.297412075742614
"57"	57	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	7	8	2	"Anicetus"	"cutlass"	0.166264245053753
"58"	58	"male"	"yes"	23	"Captain Chunk's Canon Crew"	5	1	2	"Lewis Scot"	"cutlass"	0.461235014732261
"59"	59	"male"	"yes"	24	"Captain Chunk's Canon Crew"	13	12	1	"Jack Sparrow"	"cutlass"	0.232563566381013
"60"	60	"male"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	8	2	6	"Jack Sparrow"	"cutlass"	0.693338179910113
"61"	61	"yes please!"	"yes"	18	"Captain Chunk's Canon Crew"	8	5	0	"Jack Sparrow"	"cutlass"	0.655188117499285
"62"	62	"male"	"yes"	16	"Captain Chunk's Canon Crew"	13	2	1	"Jack Sparrow"	"cutlass"	1.81507582602111
"63"	63	"male"	"yes"	19	"Captain Chunk's Canon Crew"	7	2	3	"Jack Sparrow"	"cutlass"	0.0750458748262165
"64"	64	"male"	"yes"	26	"Captain Chunk's Canon Crew"	12	24	6	"Jack Sparrow"	"cutlass"	0.443556340152219
"65"	65	"female"	"no"	29	"Captain Chunk's Canon Crew"	4	1	2	"Lewis Scot"	"banana"	2.22372967678155
"66"	66	"male"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	9	24	1	"Jack Sparrow"	"cutlass"	1.1310329415776
"67"	67	"male"	"no"	23	"Captain Chunk's Canon Crew"	7	3	3	"Jack Sparrow"	"cutlass"	0.102542352862656
"68"	68	"male"	"yes"	23	"Captain Chunk's Canon Crew"	7	1	2	"Jack Sparrow"	"cutlass"	0.46350475514476
"69"	69	"male"	"yes"	24	"Captain Chunk's Canon Crew"	1e+06	2	0	"Jack Sparrow"	"cutlass"	0.190167802211363
"70"	70	"male"	"yes"	29	"Jack Sparrow's School of Fashion and Piratry"	9	6	2	"Jack Sparrow"	"banana"	0.318137237562107
"71"	71	"female"	"yes"	18	NA	6	3	3	"Anicetus"	"cutlass"	0.613508359502822
"72"	72	"female"	"yes"	20	"Captain Chunk's Canon Crew"	16	1	1	"Blackbeard"	"cutlass"	0.818951233496711
"73"	73	"male"	"yes"	24	"Captain Chunk's Canon Crew"	5	1	3	"Anicetus"	"cutlass"	0.180703438818455
"74"	74	"female"	"yes"	30	"Captain Chunk's Canon Crew"	6	2	2	"Edward Low"	"cutlass"	0.067696410274401
"75"	75	"male"	"yes"	21	"Captain Chunk's Canon Crew"	8	16	0	"Jack Sparrow"	"sabre"	3.46252837204341
"76"	76	"male"	"no"	23	"Captain Chunk's Canon Crew"	3	4	0	"Edward Low"	"banana"	3.97567222892254
"77"	77	"male"	"yes"	22	"Captain Chunk's Canon Crew"	9	1	2	"Jack Sparrow"	"cutlass"	0.346277531061787
"78"	78	"female"	"yes"	27	"Captain Chunk's Canon Crew"	6	23	3	"Blackbeard"	"scimitar"	1.02463016980693
"79"	79	"male"	"yes"	25	"Captain Chunk's Canon Crew"	13	10	3	"Jack Sparrow"	"cutlass"	0.585158684963182
"80"	80	"female"	"yes"	30	"Captain Chunk's Canon Crew"	13	0	4	"Anicetus"	"cutlass"	0.922566106257603
"81"	81	"female"	"yes"	38	"Jack Sparrow's School of Fashion and Piratry"	10	50	3	"Anicetus"	"cutlass"	0.367837212397717
"82"	82	"female"	"no"	25	"Captain Chunk's Canon Crew"	4	2	0	"Jack Sparrow"	"sabre"	1.28496326234044
"83"	83	"male"	"yes"	22	"Captain Chunk's Canon Crew"	8	11	1	"Blackbeard"	"cutlass"	1.99788672373372
"84"	84	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	10	4	3	"Anicetus"	"cutlass"	0.456179404255755
"85"	85	"male"	"yes"	21	"Captain Chunk's Canon Crew"	12	20	0	"Jack Sparrow"	"cutlass"	0.527730689268088
"86"	86	"male"	"yes"	24	"Captain Chunk's Canon Crew"	5	1	3	"Jack Sparrow"	"scimitar"	5.11257941347963
"87"	87	"male"	"yes"	30	"Jack Sparrow's School of Fashion and Piratry"	8	12	1	"Jack Sparrow"	"cutlass"	0.370170270996888
"88"	88	"male"	"yes"	22	"Captain Chunk's Canon Crew"	10	1	4	"Blackbeard"	"cutlass"	1.32895198759197
"89"	89	"male"	"yes"	23	"Captain Chunk's Canon Crew"	NA	1	1	"Jack Sparrow"	"scimitar"	2.94898663414642
"90"	90	"male"	"yes"	30	"Captain Chunk's Canon Crew"	14	5	4	"Jack Sparrow"	"cutlass"	0.53051135982377
"91"	91	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	5	10	0	"Edward Low"	"cutlass"	0.905359139606901
"92"	92	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	13	23	2	"Anicetus"	"cutlass"	0.965112044090243
"93"	93	"female"	"yes"	35	"Jack Sparrow's School of Fashion and Piratry"	10	32	5	"Blackbeard"	"cutlass"	1.12648424803616
"94"	94	"male"	"yes"	29	"Captain Chunk's Canon Crew"	12	6	2	"Jack Sparrow"	"cutlass"	0.625882673167445
"95"	95	"male"	"yes"	19	"Captain Chunk's Canon Crew"	9	1	1	"Jack Sparrow"	"cutlass"	0.529283567421891
"96"	96	"male"	"yes"	24	"Captain Chunk's Canon Crew"	4	0	2	"Jack Sparrow"	"cutlass"	0.61954050239957
"97"	97	"male"	"yes"	21	"Captain Chunk's Canon Crew"	8	7	1	"Jack Sparrow"	"cutlass"	0.0471659220056608
"98"	98	"male"	"yes"	17	"Captain Chunk's Canon Crew"	9	12	0	"Jack Sparrow"	"cutlass"	2.36827477217563
"99"	99	"female"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	8	2	1	"Hook"	"cutlass"	0.657527645208694
"100"	100	"male"	"no"	26	"Captain Chunk's Canon Crew"	6	3	2	"Jack Sparrow"	"cutlass"	0.0562058575451374
"101"	101	"male"	"yes"	18	"Captain Chunk's Canon Crew"	10	15	0	"Jack Sparrow"	"cutlass"	0.926050684595123
"102"	102	"female"	"no"	30	"Jack Sparrow's School of Fashion and Piratry"	8	24	5	"Edward Low"	"banana"	0.522634534247576
"103"	103	"male"	"yes"	25	"Captain Chunk's Canon Crew"	13	4	2	"Jack Sparrow"	"cutlass"	0.703232663191676
"104"	104	"male"	"yes"	30	"Captain Chunk's Canon Crew"	9	4	3	"Jack Sparrow"	"cutlass"	0.80499436703679
"105"	105	"male"	"yes"	26	"Captain Chunk's Canon Crew"	12	8	1	"Jack Sparrow"	"cutlass"	0.357252300600521
"106"	106	"male"	"no"	12345	"Captain Chunk's Canon Crew"	9	5	1	"Blackbeard"	"scimitar"	0.133711989037693
"107"	107	"female"	"yes"	29	"Jack Sparrow's School of Fashion and Piratry"	8	3	3	"Lewis Scot"	"cutlass"	0.155043923296034
"108"	108	"female"	"yes"	0	"Jack Sparrow's School of Fashion and Piratry"	11	15	1	"Edward Low"	"cutlass"	0.108314507524483
"109"	109	"male"	"yes"	29	"Captain Chunk's Canon Crew"	8	6	1	"Jack Sparrow"	"scimitar"	3.47395781743144
"110"	110	"male"	"yes"	38	"Jack Sparrow's School of Fashion and Piratry"	10	17	2	"Jack Sparrow"	"sabre"	16.6658252927687
"111"	111	"male"	"yes"	16	"Captain Chunk's Canon Crew"	13	7	3	"Jack Sparrow"	"cutlass"	1.17036233068781
"112"	112	"male"	"yes"	22	"Captain Chunk's Canon Crew"	14	2	1	"Jack Sparrow"	"scimitar"	8.6940479494068
"113"	113	"male"	"yes"	21	"Captain Chunk's Canon Crew"	11	0	0	"Jack Sparrow"	"cutlass"	0.107861804883615
"114"	114	"female"	"yes"	24	"Captain Chunk's Canon Crew"	8	2	0	"Jack Sparrow"	"cutlass"	0.316966504324228
"115"	115	"female"	"yes"	25	"Captain Chunk's Canon Crew"	10	2	10	"Jack Sparrow"	"cutlass"	0.0587741381605156
"116"	116	"other/NA"	"yes"	27	"Captain Chunk's Canon Crew"	8	3	5	"Lewis Scot"	"cutlass"	1.18167866831051
"117"	117	"male"	"yes"	25	"Captain Chunk's Canon Crew"	10	6	2	"Jack Sparrow"	"cutlass"	0.192691713869555
"118"	118	"female"	"yes"	28	"Captain Chunk's Canon Crew"	14	1	2	"Anicetus"	"cutlass"	0.306931684026495
"119"	119	"female"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	17	19	3	"Jack Sparrow"	"cutlass"	0.101676362392027
"120"	120	"female"	"yes"	25	"Captain Chunk's Canon Crew"	7	4	3	"Jack Sparrow"	"cutlass"	0.838387377999544
"121"	121	"female"	"yes"	20	"Captain Chunk's Canon Crew"	13	16	2	"Blackbeard"	"cutlass"	1.29936873791145
"122"	122	"male"	"yes"	19	"Captain Chunk's Canon Crew"	10	2	2	"Jack Sparrow"	"cutlass"	0.101882230956107
"123"	123	"male"	"yes"	23	"Captain Chunk's Canon Crew"	14	8	0	"Jack Sparrow"	"cutlass"	1.34355709147003
"124"	124	"male"	"yes"	21	"Captain Chunk's Canon Crew"	12	11	3	"Lewis Scot"	"scimitar"	0.133993939962238
"125"	125	"female"	"yes"	29	"Captain Chunk's Canon Crew"	13	10	6	"Blackbeard"	"sabre"	0.608386228171488
"126"	126	"female"	"yes"	28	"Captain Chunk's Canon Crew"	7	15	3	"Anicetus"	"cutlass"	1.12719926861452
"127"	127	"female"	"yes"	26	"Captain Chunk's Canon Crew"	11	5	1	"Lewis Scot"	"cutlass"	0.424976848298684
"128"	128	"female"	"yes"	24	"Captain Chunk's Canon Crew"	10	1	0	"Blackbeard"	"cutlass"	0.759749003310509
"129"	129	"female"	"yes"	29	"Jack Sparrow's School of Fashion and Piratry"	13	17	0	"Blackbeard"	"cutlass"	0.269449518818874
"130"	130	"female"	"yes"	30	"Captain Chunk's Canon Crew"	10	6	6	"Anicetus"	"cutlass"	0.793034040226422
"131"	131	"male"	"yes"	37	"Jack Sparrow's School of Fashion and Piratry"	9	10	3	"Jack Sparrow"	"cutlass"	0.27001351932995
"132"	132	"female"	"yes"	22	"Captain Chunk's Canon Crew"	8	12	0	"Jack Sparrow"	"cutlass"	0.372426346002612
"133"	133	"male"	"yes"	19	"Captain Chunk's Canon Crew"	9	7	1	"Jack Sparrow"	"sabre"	1.40843078088102
"134"	134	"male"	"yes"	28	"Captain Chunk's Canon Crew"	9	4	5	"Jack Sparrow"	"cutlass"	0.156337496591732
"135"	135	"male"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	16	20	1	"Jack Sparrow"	"cutlass"	0.375111277971882
"136"	136	"male"	"yes"	23	"Captain Chunk's Canon Crew"	7	5	6	"Anicetus"	"cutlass"	0.522023823763523
"137"	137	"other/NA"	"yes"	26	"Jack Sparrow's School of Fashion and Piratry"	10	2	2	"Blackbeard"	"cutlass"	1.11776595115067
"138"	138	"male"	"yes"	21	"Captain Chunk's Canon Crew"	6	1	11	"Anicetus"	"scimitar"	1.97240624174149
"139"	139	"female"	"yes"	36	"Jack Sparrow's School of Fashion and Piratry"	10	0	5	"Edward Low"	"cutlass"	0.215628870937508
"140"	140	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	8	8	4	"Lewis Scot"	"cutlass"	0.277074803889263
"141"	141	"male"	"yes"	27	"Captain Chunk's Canon Crew"	12	19	8	"Jack Sparrow"	"cutlass"	0.679900569931425
"142"	142	"female"	"yes"	22	"Captain Chunk's Canon Crew"	10	2	1	"Hook"	"cutlass"	0.166307442414109
"143"	143	"male"	"yes"	25	"Captain Chunk's Canon Crew"	9	2	0	"Jack Sparrow"	"cutlass"	0.799908501768306
"144"	144	"female"	"yes"	29	"Captain Chunk's Canon Crew"	14	12	3	"Hook"	"cutlass"	1.61041024715214
"145"	145	"male"	"yes"	19	"Captain Chunk's Canon Crew"	8	5	6	"Jack Sparrow"	"scimitar"	1.55054063303396
"146"	146	"male"	"yes"	29	"Captain Chunk's Canon Crew"	14	2	0	"Jack Sparrow"	"cutlass"	0.306443524896167
"147"	147	"female"	"yes"	35	"Jack Sparrow's School of Fashion and Piratry"	14	10	5	"Blackbeard"	"cutlass"	0.0318668517866172
"148"	148	"male"	"no"	15	"Captain Chunk's Canon Crew"	2	3	1	"Anicetus"	"banana"	0.297871365216101
"149"	149	"female"	"yes"	26	"Captain Chunk's Canon Crew"	3	9	1	"Anicetus"	"cutlass"	0.00166269484907389
"150"	150	"female"	"yes"	30	"Captain Chunk's Canon Crew"	13	7	7	"Jack Sparrow"	"cutlass"	1.29294192762451
"151"	151	"male"	"yes"	27	"Captain Chunk's Canon Crew"	8	12	8	"Blackbeard"	"cutlass"	1.22234707226898
"152"	152	"female"	"yes"	30	"Jack Sparrow's School of Fashion and Piratry"	10	13	2	"Lewis Scot"	"cutlass"	0.3990545833949
"153"	153	"male"	"yes"	29	"Captain Chunk's Canon Crew"	7	1	5	"Jack Sparrow"	"sabre"	5.51956774018018
"154"	154	"male"	"yes"	17	"Captain Chunk's Canon Crew"	10	7	0	"Jack Sparrow"	"cutlass"	0.487322944073759
"155"	155	"female"	"yes"	39	"Jack Sparrow's School of Fashion and Piratry"	12	4	0	"Blackbeard"	"cutlass"	0.13628336309921
"156"	156	"male"	"yes"	27	"Captain Chunk's Canon Crew"	14	1	1	"Jack Sparrow"	"cutlass"	2.2770038187588
"157"	157	"female"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	11	4	3	"Edward Low"	"cutlass"	0.621043670663431
"158"	158	"male"	"yes"	19	"Captain Chunk's Canon Crew"	9	1	2	"Jack Sparrow"	"cutlass"	0.500803955338717
"159"	159	"female"	"yes"	32	"Jack Sparrow's School of Fashion and Piratry"	9	3	2	"Edward Low"	"cutlass"	0.100766368200442
"160"	160	"female"	"yes"	32	"Jack Sparrow's School of Fashion and Piratry"	8	0	2	"Jack Sparrow"	"cutlass"	0.25876468163915
"161"	161	"male"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	7	4	3	"Jack Sparrow"	"cutlass"	0.126169074371657
"162"	162	"male"	"yes"	26	"Captain Chunk's Canon Crew"	10	7	0	"Jack Sparrow"	"cutlass"	0.862538831398644
"163"	163	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	8	6	2	"Lewis Scot"	"cutlass"	0.647119113995622
"164"	164	"sure I'll have some"	"yes"	38	"Jack Sparrow's School of Fashion and Piratry"	16	5	8	"Jack Sparrow"	"cutlass"	0.931227419007212
"165"	165	"female"	"yes"	27	"Captain Chunk's Canon Crew"	9	5	1	"Jack Sparrow"	"cutlass"	0.217207509849686
"166"	166	"female"	"yes"	500	"Captain Chunk's Canon Crew"	11	6	1	"Edward Low"	"cutlass"	1.04195785470644
"167"	167	"female"	"yes"	35	NA	10	1	1	"Jack Sparrow"	"cutlass"	0.283559606038756
"168"	168	"male"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	11	10	4	"Jack Sparrow"	"cutlass"	0.304704832669813
"169"	169	"male"	"yes"	23	"Captain Chunk's Canon Crew"	10	10	0	"Jack Sparrow"	"cutlass"	0.242303372069728
"170"	170	"male"	"yes"	21	"Captain Chunk's Canon Crew"	6	0	1	"Jack Sparrow"	"cutlass"	0.426883427426219
"171"	171	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	7	2	2	"Lewis Scot"	"cutlass"	0.140100307775411
"172"	172	"female"	"yes"	25	"Captain Chunk's Canon Crew"	17	22	8	"Blackbeard"	"cutlass"	1.03605389473365
"173"	173	"female"	"yes"	35	"Jack Sparrow's School of Fashion and Piratry"	17	32	2	"Edward Low"	"cutlass"	0.0587450647424286
"174"	174	"female"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	11	8	1	"Blackbeard"	"cutlass"	0.478925997714333
"175"	175	"female"	"yes"	25	"Captain Chunk's Canon Crew"	5	1	2	"Jack Sparrow"	"cutlass"	0.24173238867661
"176"	176	"male"	"yes"	23	"Captain Chunk's Canon Crew"	15	10	4	"Jack Sparrow"	"cutlass"	0.55413980616425
"177"	177	"male"	"yes"	17	"Captain Chunk's Canon Crew"	7	16	0	"Jack Sparrow"	"cutlass"	0.180231941631064
"178"	178	"male"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	5	1	1	"Blackbeard"	"cutlass"	0.116694894692555
"179"	179	"female"	"yes"	34	"Jack Sparrow's School of Fashion and Piratry"	8	9	15	"Anicetus"	"cutlass"	0.995811456919957
"180"	180	"female"	"yes"	28	"Captain Chunk's Canon Crew"	6	0	0	"Hook"	"cutlass"	0.496762419726791
"181"	181	"female"	"yes"	32	"Jack Sparrow's School of Fashion and Piratry"	7	2	12	"Hook"	"cutlass"	1.38911783906475
"182"	182	"female"	"yes"	27	"Captain Chunk's Canon Crew"	10	3	0	"Blackbeard"	"cutlass"	0.140671673289035
"183"	183	"female"	"yes"	27	"Captain Chunk's Canon Crew"	13	1	2	"Edward Low"	"cutlass"	0.0408623490170433
"184"	184	"male"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	12	0	1	"Jack Sparrow"	"cutlass"	0.554639365079195
"185"	185	"female"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	7	1	2	"Hook"	"cutlass"	0.158095028018579
"186"	186	"female"	"yes"	36	"Jack Sparrow's School of Fashion and Piratry"	14	0	1	"Lewis Scot"	"sabre"	0.847238495789786
"187"	187	"female"	"yes"	19	"Captain Chunk's Canon Crew"	6	9	4	"Anicetus"	"cutlass"	0.362345849571284
"188"	188	"male"	"yes"	22	"Captain Chunk's Canon Crew"	8	2	1	"Anicetus"	"cutlass"	0.524179215224345
"189"	189	"male"	"yes"	21	"Captain Chunk's Canon Crew"	13	1	1	"Jack Sparrow"	"cutlass"	0.145401442257924
"190"	190	"female"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	5	1	3	"Lewis Scot"	"cutlass"	0.430219083791599
"191"	191	"male"	"yes"	10	"Captain Chunk's Canon Crew"	8	4	0	"Jack Sparrow"	"cutlass"	0.251204063824844
"192"	192	"female"	"yes"	38	"Jack Sparrow's School of Fashion and Piratry"	9	4	0	"Blackbeard"	"sabre"	0.140163404867053
"193"	193	"sure I'll have some"	"yes"	12	"Captain Chunk's Canon Crew"	13	1	2	"Anicetus"	"cutlass"	0.12807454331778
"194"	194	"male"	"yes"	23	"Captain Chunk's Canon Crew"	6	1	0	"Anicetus"	"cutlass"	0.600729321564265
"195"	195	"male"	"yes"	21	"Captain Chunk's Canon Crew"	8	1	2	"Lewis Scot"	"cutlass"	0.218556151085068
"196"	196	"male"	"yes"	24	"Captain Chunk's Canon Crew"	14	2	3	"Jack Sparrow"	"scimitar"	2.67885707551613
"197"	197	"female"	"yes"	30	"Captain Chunk's Canon Crew"	12	4	1	"Edward Low"	"cutlass"	0.114044513611589
"198"	198	"female"	"no"	23	"Captain Chunk's Canon Crew"	11	1	2	"Jack Sparrow"	"scimitar"	1.15073948322485
"199"	199	"male"	"yes"	20	"Captain Chunk's Canon Crew"	14	17	2	"Jack Sparrow"	"cutlass"	0.203830534301233
"200"	200	"male"	"yes"	999	"Captain Chunk's Canon Crew"	9	5	0	"Edward Low"	"cutlass"	1.27387755195947
"201"	201	"female"	"yes"	31	"Jack Sparrow's School of Fashion and Piratry"	13	2	5	"Lewis Scot"	"cutlass"	0.160623707519713
"202"	202	"male"	"yes"	28	"Captain Chunk's Canon Crew"	7	4	1	"Jack Sparrow"	"cutlass"	0.111244486761279
"203"	203	"female"	"yes"	35	"Jack Sparrow's School of Fashion and Piratry"	8	1	8	"Blackbeard"	"cutlass"	0.718663849375963
"204"	204	"female"	"yes"	38	"Jack Sparrow's School of Fashion and Piratry"	12	27	4	"Edward Low"	"cutlass"	0.133138544313296
"205"	205	"female"	"yes"	33	"Jack Sparrow's School of Fashion and Piratry"	9	1	0	"your mom"	"cutlass"	0.355368341261055
"206"	206	"other/NA"	"yes"	18	"Captain Chunk's Canon Crew"	9	0	1	"Anicetus"	"cutlass"	0.358676276227925
"207"	207	"female"	"yes"	36	"Jack Sparrow's School of Fashion and Piratry"	9	14	6	"Jack Sparrow"	"cutlass"	0.300931310445755
"208"	208	"female"	"no"	28	"Captain Chunk's Canon Crew"	7	13	0	"Edward Low"	"sabre"	0.133195165923767
