"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests.found"	"parrots.lifetime"	"favorite.pirate"	"sword.type"	"sword.speed"
"68"	68	"male"	"yes"	18	"CCCC"	10	2	2	"Jack Sparrow"	"cutlass"	1.36372816904168
"69"	69	"other"	"yes"	22	"CCCC"	16	5	3	"Anicetus"	"cutlass"	0.0210797859472223
"70"	70	"male"	"no"	21	"CCCC"	2	24	1	"Jack Sparrow"	"scimitar"	1.20146724233232
"71"	71	"female"	"yes"	38	"JSSFP"	13	13	4	"Lewis Scot"	"cutlass"	1.15529686556534
"72"	72	"female"	"yes"	30	"JSSFP"	10	7	3	"Jack Sparrow"	"cutlass"	0.0108454914879985
"73"	73	"female"	"yes"	41	"JSSFP"	8	18	0	"Lewis Scot"	"cutlass"	1.21144223487341
"74"	74	"female"	"yes"	28	"CCCC"	9	4	3	"Edward Low"	"cutlass"	0.207115613739006
"75"	75	"female"	"yes"	35	"JSSFP"	10	2	8	"Jack Sparrow"	"cutlass"	0.273257484659553
"76"	76	"male"	"yes"	21	"CCCC"	7	0	4	"Jack Sparrow"	"cutlass"	0.0169162305172252
"77"	77	"female"	"yes"	30	"JSSFP"	11	3	5	"Blackbeard"	"cutlass"	0.361544048937503
"78"	78	"female"	"yes"	31	"CCCC"	6	0	1	"Edward Low"	"cutlass"	0.563041184187688
"79"	79	"male"	"yes"	33	"JSSFP"	13	9	1	"Blackbeard"	"cutlass"	0.652850106681518
"80"	80	"other"	"yes"	34	"JSSFP"	12	2	2	"Hook"	"cutlass"	0.749229947660871
"81"	81	"female"	"yes"	23	"CCCC"	9	2	1	"Edward Low"	"cutlass"	1.53047615305094
"82"	82	"female"	"yes"	31	"JSSFP"	8	2	0	"Edward Low"	"cutlass"	1.35282069087534
"83"	83	"female"	"yes"	34	"JSSFP"	9	19	1	"Edward Low"	"cutlass"	0.184058609135849
"84"	84	"male"	"yes"	23	"CCCC"	14	7	5	"Jack Sparrow"	"cutlass"	0.341937754128594
"85"	85	"female"	"yes"	27	"CCCC"	15	2	1	"Edward Low"	"cutlass"	0.770903640051194
"86"	86	"male"	"yes"	24	"CCCC"	7	2	0	"Jack Sparrow"	"cutlass"	0.495507269200301
"87"	87	"male"	"yes"	26	"CCCC"	8	3	7	"Jack Sparrow"	"cutlass"	0.302378838823643
"88"	88	"female"	"yes"	29	"CCCC"	7	2	0	"Blackbeard"	"cutlass"	0.74431308309716
"89"	89	"male"	"yes"	18	"CCCC"	8	5	4	"Jack Sparrow"	"cutlass"	0.609636984874415
"90"	90	"female"	"yes"	34	"JSSFP"	11	2	3	"Anicetus"	"sabre"	1.78160219763716
"91"	91	"male"	"yes"	26	"CCCC"	10	0	4	"Jack Sparrow"	"cutlass"	0.248456277477089
"92"	92	"male"	"yes"	20	"CCCC"	12	10	9	"Jack Sparrow"	"cutlass"	0.141130835953665
"93"	93	"male"	"no"	22	"CCCC"	4	14	3	"Jack Sparrow"	"sabre"	0.981768002467496
"94"	94	"female"	"yes"	30	"CCCC"	7	20	0	"Jack Sparrow"	"cutlass"	1.28015553573483
"95"	95	"female"	"no"	31	"JSSFP"	4	9	0	"Edward Low"	"scimitar"	0.716860198105375
"96"	96	"male"	"yes"	25	"CCCC"	12	3	0	"Jack Sparrow"	"scimitar"	5.11355415896928
"97"	97	"female"	"yes"	20	"CCCC"	7	11	3	"Edward Low"	"cutlass"	0.327447394665796
"98"	98	"male"	"yes"	28	"CCCC"	12	20	1	"Blackbeard"	"cutlass"	0.669886604856521
"99"	99	"female"	"yes"	31	"CCCC"	10	3	1	"Edward Low"	"cutlass"	0.0321379698626983
"100"	100	"male"	"yes"	34	"JSSFP"	8	16	6	"Jack Sparrow"	"cutlass"	0.0247675564605743
"101"	101	"female"	"yes"	28	"CCCC"	11	6	2	"Edward Low"	"cutlass"	0.175398453138769
"102"	102	"female"	"yes"	25	"CCCC"	7	26	7	"Lewis Scot"	"cutlass"	0.177394285274204
"103"	103	"male"	"yes"	15	"CCCC"	13	1	0	"Jack Sparrow"	"cutlass"	1.63028839057694
"104"	104	"female"	"yes"	35	"JSSFP"	10	4	3	"Jack Sparrow"	"cutlass"	0.344933031010441
"105"	105	"female"	"yes"	29	"CCCC"	14	2	6	"Hook"	"cutlass"	0.0642231228994206
"106"	106	"female"	"yes"	34	"JSSFP"	8	4	1	"Lewis Scot"	"cutlass"	0.0821431662368943
"107"	107	"female"	"yes"	35	"JSSFP"	9	5	0	"Lewis Scot"	"cutlass"	1.1073317123095
"108"	108	"female"	"no"	30	"JSSFP"	7	7	0	"Anicetus"	"sabre"	0.234196297026049
"109"	109	"male"	"yes"	20	"CCCC"	12	11	0	"Anicetus"	"cutlass"	0.196405446331482
"110"	110	"female"	"yes"	20	"CCCC"	14	6	2	"Anicetus"	"cutlass"	1.0029224583658
"111"	111	"female"	"yes"	22	"CCCC"	14	25	1	"Anicetus"	"cutlass"	0.330816921195947
"112"	112	"male"	"yes"	23	"CCCC"	11	8	0	"Jack Sparrow"	"cutlass"	0.0171230075648054
"113"	113	"male"	"yes"	29	"CCCC"	14	0	1	"Jack Sparrow"	"cutlass"	0.0844973826315254
"114"	114	"female"	"yes"	21	"CCCC"	14	0	1	"Blackbeard"	"cutlass"	0.296551528736018
"115"	115	"female"	"yes"	37	"JSSFP"	12	4	7	"Anicetus"	"cutlass"	1.13622066443191
"116"	116	"female"	"yes"	27	"CCCC"	10	6	0	"Blackbeard"	"cutlass"	0.42784199147718
"117"	117	"female"	"yes"	36	"JSSFP"	12	11	4	"Lewis Scot"	"cutlass"	0.0306523575416285
"118"	118	"female"	"yes"	39	"JSSFP"	17	3	8	"Edward Low"	"sabre"	0.215469566173851
"119"	119	"female"	"yes"	32	"JSSFP"	8	13	2	"Jack Sparrow"	"cutlass"	1.45681090761481
"120"	120	"female"	"yes"	28	"JSSFP"	7	12	1	"Jack Sparrow"	"cutlass"	0.633268643260755
"121"	121	"female"	"yes"	31	"JSSFP"	9	13	5	"Anicetus"	"cutlass"	0.417384478405885
"122"	122	"female"	"yes"	32	"JSSFP"	12	0	0	"Jack Sparrow"	"cutlass"	0.355369197495747
"123"	123	"male"	"yes"	25	"CCCC"	12	25	2	"Jack Sparrow"	"cutlass"	3.30922695906149
"124"	124	"female"	"yes"	31	"CCCC"	12	4	13	"Hook"	"cutlass"	0.276334063673858
"125"	125	"male"	"yes"	21	"CCCC"	10	8	1	"Jack Sparrow"	"cutlass"	1.06039608823472
"126"	126	"female"	"yes"	36	"JSSFP"	15	13	7	"Lewis Scot"	"cutlass"	1.54303603215648
"127"	127	"female"	"yes"	34	"JSSFP"	7	9	0	"Blackbeard"	"cutlass"	0.637191272663705
"128"	128	"female"	"yes"	26	"CCCC"	8	2	3	"Anicetus"	"cutlass"	0.428282037610188
"129"	129	"male"	"yes"	21	"CCCC"	15	9	1	"Jack Sparrow"	"sabre"	9.30077330303168
"130"	130	"male"	"yes"	32	"JSSFP"	6	7	4	"Jack Sparrow"	"cutlass"	0.0210006768697329
"131"	131	"female"	"yes"	25	"CCCC"	9	6	2	"Anicetus"	"cutlass"	0.317803241778165
"132"	132	"male"	"yes"	19	"CCCC"	11	22	5	"Lewis Scot"	"cutlass"	1.70448797397821
"133"	133	"female"	"yes"	22	"CCCC"	9	1	1	"Edward Low"	"cutlass"	0.325292899203478
"134"	134	"male"	"no"	27	"CCCC"	4	1	4	"Blackbeard"	"sabre"	0.913513251580298
"135"	135	"male"	"yes"	26	"CCCC"	5	3	2	"Jack Sparrow"	"cutlass"	1.06389184709975
"136"	136	"male"	"yes"	17	"CCCC"	13	1	1	"Jack Sparrow"	"cutlass"	4.05779062630262
"137"	137	"female"	"yes"	26	"CCCC"	11	0	3	"Hook"	"cutlass"	0.44181831993331
"138"	138	"female"	"yes"	26	"CCCC"	12	1	4	"Jack Sparrow"	"cutlass"	0.00573454308323562
"139"	139	"male"	"yes"	17	"CCCC"	8	8	1	"Jack Sparrow"	"scimitar"	2.94866458745673
"140"	140	"male"	"yes"	20	"CCCC"	10	7	2	"Jack Sparrow"	"cutlass"	0.707600271535859
"141"	141	"male"	"yes"	25	"CCCC"	8	12	1	"Jack Sparrow"	"cutlass"	1.18507699337193
"142"	142	"male"	"yes"	20	"CCCC"	3	5	1	"Jack Sparrow"	"cutlass"	1.68435550636186
"143"	143	"male"	"yes"	18	"CCCC"	7	9	4	"Jack Sparrow"	"cutlass"	0.980250709738932
"144"	144	"female"	"yes"	34	"JSSFP"	13	6	5	"Lewis Scot"	"cutlass"	0.0726194665185176
"145"	145	"female"	"yes"	25	"CCCC"	9	11	0	"Anicetus"	"cutlass"	0.571511595847831
"146"	146	"female"	"yes"	34	"JSSFP"	7	8	0	"Lewis Scot"	"cutlass"	0.206651279577452
"147"	147	"male"	"yes"	31	"JSSFP"	12	1	7	"Jack Sparrow"	"cutlass"	0.332794353016652
"148"	148	"male"	"yes"	21	"CCCC"	5	2	2	"Jack Sparrow"	"cutlass"	0.184950629191007
"149"	149	"female"	"yes"	33	"JSSFP"	8	11	3	"Blackbeard"	"cutlass"	1.04857920021279
"150"	150	"male"	"yes"	18	"CCCC"	12	2	1	"Anicetus"	"cutlass"	2.11562351778823
"151"	151	"female"	"yes"	31	"JSSFP"	17	20	0	"Anicetus"	"cutlass"	0.330193508998491
"152"	152	"male"	"yes"	24	"CCCC"	9	3	2	"Jack Sparrow"	"cutlass"	0.785408741186194
"153"	153	"other"	"yes"	42	"JSSFP"	4	2	2	"Anicetus"	"cutlass"	0.281341105874162
"154"	154	"male"	"yes"	23	"CCCC"	11	1	0	"Jack Sparrow"	"cutlass"	0.22312625485938
"155"	155	"male"	"yes"	19	"CCCC"	8	1	2	"Jack Sparrow"	"cutlass"	2.92457983849522
"156"	156	"female"	"yes"	29	"CCCC"	7	1	1	"Blackbeard"	"cutlass"	0.272718190972228
"157"	157	"female"	"yes"	27	"CCCC"	8	2	1	"Lewis Scot"	"cutlass"	2.26451550946482
"158"	158	"female"	"yes"	31	"JSSFP"	12	4	4	"Lewis Scot"	"cutlass"	0.0944203362450935
"159"	159	"female"	"yes"	29	"CCCC"	11	0	5	"Anicetus"	"cutlass"	0.54418467855715
"160"	160	"female"	"yes"	23	"CCCC"	4	1	1	"Blackbeard"	"cutlass"	0.476682510868009
"161"	161	"female"	"yes"	32	"JSSFP"	10	9	3	"Jack Sparrow"	"cutlass"	2.31915539226807
"162"	162	"male"	"yes"	27	"CCCC"	9	13	4	"Anicetus"	"cutlass"	0.606348416537903
"163"	163	"male"	"yes"	19	"CCCC"	11	1	4	"Jack Sparrow"	"cutlass"	1.48464636520056
"164"	164	"female"	"yes"	29	"CCCC"	10	3	1	"Anicetus"	"cutlass"	1.34000743372377
"165"	165	"male"	"yes"	24	"CCCC"	14	2	8	"Anicetus"	"cutlass"	0.959198230359346
"166"	166	"female"	"yes"	22	"CCCC"	8	4	2	"Lewis Scot"	"cutlass"	1.09694287175649
"167"	167	"male"	"yes"	20	"CCCC"	6	2	6	"Edward Low"	"cutlass"	1.76666705215232
"168"	168	"female"	"yes"	37	"JSSFP"	4	0	2	"Edward Low"	"cutlass"	0.11842569190776
"169"	169	"female"	"yes"	32	"CCCC"	12	9	3	"Edward Low"	"cutlass"	0.65842056096364
"170"	170	"female"	"yes"	36	"JSSFP"	1	1	1	"Jack Sparrow"	"cutlass"	0.380725440336391
"171"	171	"male"	"yes"	25	"CCCC"	8	0	0	"Jack Sparrow"	"cutlass"	0.413771615130827
"172"	172	"other"	"yes"	21	"CCCC"	15	1	0	"Hook"	"cutlass"	0.34458281181287
"173"	173	"female"	"yes"	33	"JSSFP"	12	1	4	"Edward Low"	"cutlass"	0.406213334354106
"174"	174	"male"	"yes"	22	"CCCC"	16	20	7	"Jack Sparrow"	"cutlass"	0.509427504961613
"175"	175	"female"	"yes"	29	"JSSFP"	10	6	1	"Lewis Scot"	"cutlass"	0.414457174774725
"176"	176	"female"	"no"	25	"CCCC"	9	2	0	"Anicetus"	"sabre"	0.598195191871907
"177"	177	"male"	"no"	26	"CCCC"	3	3	8	"Jack Sparrow"	"scimitar"	2.23346419159772
"178"	178	"male"	"yes"	31	"JSSFP"	13	32	4	"Jack Sparrow"	"cutlass"	1.49705562616272
"179"	179	"male"	"yes"	27	"JSSFP"	10	4	2	"Lewis Scot"	"cutlass"	0.139212711947039
"180"	180	"female"	"yes"	32	"JSSFP"	13	17	8	"Lewis Scot"	"cutlass"	0.411480721959379
"181"	181	"male"	"yes"	31	"JSSFP"	11	29	4	"Jack Sparrow"	"cutlass"	1.86396960158575
"182"	182	"female"	"no"	37	"JSSFP"	3	0	4	"Jack Sparrow"	"scimitar"	1.99643922341816
"183"	183	"female"	"yes"	29	"CCCC"	10	0	2	"Lewis Scot"	"cutlass"	1.23441441910678
"184"	184	"male"	"yes"	26	"CCCC"	12	0	0	"Jack Sparrow"	"sabre"	1.48968046531081
"185"	185	"male"	"yes"	27	"CCCC"	8	11	0	"Jack Sparrow"	"cutlass"	0.312350894091651
"186"	186	"female"	"yes"	34	"JSSFP"	9	7	5	"Blackbeard"	"cutlass"	0.532700180166222
"187"	187	"female"	"yes"	26	"CCCC"	2	8	0	"Blackbeard"	"cutlass"	0.871549818486859
"188"	188	"female"	"yes"	35	"JSSFP"	7	4	5	"Jack Sparrow"	"cutlass"	0.23096840490471
"189"	189	"female"	"yes"	36	"JSSFP"	10	3	7	"Lewis Scot"	"sabre"	0.971976982740064
"190"	190	"male"	"yes"	24	"CCCC"	12	18	3	"Jack Sparrow"	"cutlass"	2.69998784394082
"191"	191	"male"	"yes"	25	"CCCC"	8	4	0	"Jack Sparrow"	"sabre"	1.40073443235719
"192"	192	"female"	"yes"	36	"JSSFP"	8	3	0	"Lewis Scot"	"cutlass"	0.41540658014128
"193"	193	"male"	"yes"	31	"JSSFP"	10	6	2	"Jack Sparrow"	"cutlass"	0.572371794233851
"194"	194	"male"	"yes"	26	"CCCC"	10	2	1	"Jack Sparrow"	"cutlass"	0.0974650017451495
"195"	195	"female"	"yes"	35	"JSSFP"	16	2	1	"Anicetus"	"cutlass"	0.349361904955003
"196"	196	"male"	"yes"	24	"CCCC"	0	3	1	"Jack Sparrow"	"cutlass"	0.647831228535444
"197"	197	"female"	"yes"	25	"CCCC"	9	6	1	"Blackbeard"	"cutlass"	0.0797813216922805
"198"	198	"female"	"yes"	21	"CCCC"	2	1	3	"Anicetus"	"cutlass"	1.67249036828561
"199"	199	"female"	"yes"	34	"JSSFP"	7	9	1	"Edward Low"	"cutlass"	0.007893355214037
"200"	200	"female"	"yes"	29	"JSSFP"	11	21	9	"Lewis Scot"	"cutlass"	0.453535779935129
"201"	201	"male"	"yes"	26	"CCCC"	14	9	4	"Jack Sparrow"	"cutlass"	0.523293021621713
"202"	202	"female"	"yes"	30	"CCCC"	12	7	3	"Edward Low"	"sabre"	1.35907687246799
"203"	203	"female"	"yes"	39	"JSSFP"	15	14	1	"Jack Sparrow"	"cutlass"	0.126811039962081
"204"	204	"female"	"no"	47	"JSSFP"	7	6	1	"Jack Sparrow"	"scimitar"	0.354754339993921
"205"	205	"male"	"yes"	20	"CCCC"	8	6	2	"Anicetus"	"cutlass"	0.491980384719851
"206"	206	"male"	"no"	33	"JSSFP"	8	7	0	"Jack Sparrow"	"scimitar"	0.541401345593234
"207"	207	"female"	"no"	30	"CCCC"	3	2	1	"Hook"	"cutlass"	1.3763314699124
"208"	208	"male"	"yes"	25	"CCCC"	14	21	1	"Jack Sparrow"	"cutlass"	1.01332719199696
"209"	209	"male"	"yes"	22	"CCCC"	12	18	1	"Lewis Scot"	"cutlass"	0.378492538584396
"210"	210	"female"	"no"	28	"CCCC"	5	9	1	"Edward Low"	"scimitar"	1.54474449347256
"211"	211	"female"	"yes"	25	"CCCC"	17	7	3	"Lewis Scot"	"cutlass"	2.3121725731905
"212"	212	"male"	"yes"	35	"JSSFP"	7	5	2	"Jack Sparrow"	"cutlass"	0.536882524206246
"213"	213	"male"	"yes"	26	"CCCC"	7	7	2	"Hook"	"cutlass"	3.18313623876558
"214"	214	"male"	"yes"	18	"CCCC"	14	4	8	"Jack Sparrow"	"cutlass"	0.40480928553734
"215"	215	"female"	"yes"	30	"JSSFP"	8	0	6	"Anicetus"	"cutlass"	0.00212276528296484
"216"	216	"male"	"yes"	17	"CCCC"	6	0	1	"Jack Sparrow"	"cutlass"	0.150782778509893
"217"	217	"male"	"yes"	31	"CCCC"	10	5	2	"Anicetus"	"cutlass"	0.435222974020809
"218"	218	"other"	"yes"	27	"CCCC"	6	9	0	"Hook"	"cutlass"	0.050759370860421
"219"	219	"male"	"yes"	31	"JSSFP"	14	3	3	"Blackbeard"	"cutlass"	0.13542543452185
"220"	220	"male"	"no"	28	"CCCC"	4	1	2	"Hook"	"banana"	1.96761331536598
"221"	221	"male"	"yes"	24	"CCCC"	9	0	0	"Jack Sparrow"	"cutlass"	2.4238756798292
"222"	222	"male"	"yes"	23	"CCCC"	10	2	3	"Jack Sparrow"	"cutlass"	0.399042043136433
"223"	223	"male"	"no"	18	"CCCC"	2	6	3	"Jack Sparrow"	"banana"	3.54603540805283
"224"	224	"female"	"yes"	39	"JSSFP"	7	4	0	"Blackbeard"	"cutlass"	0.46821867462416
"225"	225	"male"	"yes"	22	"CCCC"	10	4	0	"Jack Sparrow"	"scimitar"	7.31463326099229
"226"	226	"female"	"yes"	33	"JSSFP"	6	3	4	"Edward Low"	"cutlass"	1.15345672524242
"227"	227	"male"	"yes"	35	"JSSFP"	3	5	0	"Jack Sparrow"	"cutlass"	0.733358602711752
"228"	228	"female"	"no"	31	"JSSFP"	5	10	3	"Hook"	"sabre"	2.6916858286594
"229"	229	"female"	"yes"	38	"JSSFP"	12	16	5	"Lewis Scot"	"sabre"	1.87213435736261
"230"	230	"male"	"yes"	33	"JSSFP"	10	3	5	"Jack Sparrow"	"cutlass"	0.142340059279539
"231"	231	"other"	"yes"	18	"CCCC"	7	1	3	"Jack Sparrow"	"cutlass"	1.27892755083145
"232"	232	"female"	"yes"	37	"JSSFP"	11	6	7	"Lewis Scot"	"cutlass"	0.12119701210237
"233"	233	"female"	"yes"	21	"CCCC"	8	0	3	"Anicetus"	"cutlass"	0.0612894553399519
"234"	234	"female"	"yes"	27	"CCCC"	16	4	1	"Anicetus"	"cutlass"	0.934169553167761
"235"	235	"female"	"yes"	31	"JSSFP"	7	3	2	"Lewis Scot"	"cutlass"	0.0410100401495583
"236"	236	"male"	"yes"	25	"CCCC"	7	6	0	"Jack Sparrow"	"cutlass"	0.137228667153977
"237"	237	"female"	"yes"	28	"CCCC"	18	3	1	"Anicetus"	"cutlass"	0.823263382163651
"238"	238	"male"	"yes"	29	"CCCC"	8	15	0	"Jack Sparrow"	"scimitar"	6.16135462166226
"239"	239	"female"	"yes"	29	"CCCC"	11	2	1	"Hook"	"cutlass"	0.10081459156936
"240"	240	"male"	"yes"	27	"CCCC"	10	2	0	"Jack Sparrow"	"sabre"	11.1807178203624
"241"	241	"female"	"yes"	30	"CCCC"	16	0	1	"Jack Sparrow"	"cutlass"	0.805757442695841
"242"	242	"male"	"yes"	20	"CCCC"	10	1	5	"Jack Sparrow"	"cutlass"	0.933775057730839
"243"	243	"female"	"yes"	32	"JSSFP"	15	1	1	"Lewis Scot"	"cutlass"	0.556508724667884
"244"	244	"male"	"yes"	22	"CCCC"	5	3	2	"Jack Sparrow"	"cutlass"	1.33620005176647
"245"	245	"male"	"yes"	21	"CCCC"	13	29	3	"Jack Sparrow"	"cutlass"	1.34986902695654
"246"	246	"female"	"yes"	39	"JSSFP"	14	16	6	"Jack Sparrow"	"banana"	6.36301227621027
"247"	247	"male"	"yes"	22	"CCCC"	15	10	0	"Lewis Scot"	"cutlass"	0.0100987954778953
"248"	248	"female"	"yes"	31	"JSSFP"	10	11	14	"Jack Sparrow"	"cutlass"	0.0958704196590877
"249"	249	"male"	"yes"	30	"CCCC"	10	11	0	"Jack Sparrow"	"cutlass"	0.625094781263766
"250"	250	"female"	"no"	23	"CCCC"	6	8	2	"Jack Sparrow"	"sabre"	0.471490339075881
"251"	251	"male"	"yes"	29	"CCCC"	3	2	8	"Jack Sparrow"	"cutlass"	0.270596375921741
"252"	252	"female"	"no"	20	"CCCC"	8	8	1	"Blackbeard"	"sabre"	0.213118643233819
